cell_id,paul15_clusters,dpt_pseudotime_finite
W31376,13Baso,0.02140124887228012
W31377,12Baso,0.2276616096496582
W31378,2Ery,0.5960886478424072
W31379,10GMP,0.09002527594566345
W31380,5Ery,0.4673572778701782
W31381,13Baso,0.1049782931804657
W31382,3Ery,0.6055868864059448
W31383,9GMP,0.04924499988555908
W31386,15Mo,0.15103863179683685
W31387,2Ery,0.6457942128181458
W31388,10GMP,0.07980043441057205
W31389,5Ery,0.46615442633628845
W31390,5Ery,0.5016053915023804
W31391,2Ery,0.7403483390808105
W31392,14Mo,0.028325866907835007
W31393,13Baso,0.05211702361702919
W31394,2Ery,0.5814710855484009
W31395,14Mo,0.09219977259635925
W31396,16Neu,0.20472407341003418
W31397,12Baso,0.10635413974523544
W31398,14Mo,0.10437627881765366
W31399,14Mo,0.07483500242233276
W31401,3Ery,0.6512598395347595
W31402,14Mo,0.08577485382556915
W31403,13Baso,0.029224293306469917
W31405,12Baso,0.05781528726220131
W31406,5Ery,0.46623939275741577
W31407,10GMP,0.09388463199138641
W31409,14Mo,0.1021401435136795
W31410,4Ery,0.5252127647399902
W31411,15Mo,0.11933688074350357
W31412,11DC,0.21187672019004822
W31413,3Ery,0.47051939368247986
W31414,4Ery,0.5333455801010132
W31415,4Ery,0.4723864197731018
W31416,4Ery,0.5413574576377869
W31418,4Ery,0.642935574054718
W31419,5Ery,0.4565848112106323
W31420,1Ery,0.6955753564834595
W31421,16Neu,0.21668311953544617
W31422,14Mo,0.11158385872840881
W31423,2Ery,0.6685953140258789
W31424,5Ery,0.45633670687675476
W31425,15Mo,0.16139379143714905
W31426,5Ery,0.47460252046585083
W31427,2Ery,0.5913066864013672
W31428,5Ery,0.4568520486354828
W31429,1Ery,0.6867493987083435
W31430,7MEP,0.2527391314506531
W31431,2Ery,0.5995112657546997
W31432,14Mo,0.11605854332447052
W31433,10GMP,0.20581164956092834
W31434,2Ery,0.5753872990608215
W31436,14Mo,0.07242618501186371
W31437,6Ery,0.3037244379520416
W31439,9GMP,0.17789345979690552
W31440,3Ery,0.5191131234169006
W31441,2Ery,0.5204135775566101
W31442,3Ery,0.5653947591781616
W31443,12Baso,0.19748590886592865
W31444,2Ery,0.5210937261581421
W31445,18Eos,0.4275335371494293
W31446,5Ery,0.5563538670539856
W31447,3Ery,0.5389153957366943
W31448,15Mo,0.10184536874294281
W31451,14Mo,0.0352565236389637
W31452,2Ery,0.6233332753181458
W31453,6Ery,0.3256348967552185
W31454,14Mo,0.1031186431646347
W31455,2Ery,0.6636096835136414
W31456,5Ery,0.46596765518188477
W31457,12Baso,0.09968959540128708
W31458,7MEP,0.2046075016260147
W31459,17Neu,0.24025748670101166
W31460,14Mo,0.10064834356307983
W31461,2Ery,0.6414022445678711
W31462,5Ery,0.5219408869743347
W31463,2Ery,0.5649366974830627
W31464,14Mo,0.16743552684783936
W31465,13Baso,0.10932397097349167
W31466,15Mo,0.1030106171965599
W31467,2Ery,0.6510855555534363
W31468,13Baso,0.025464123114943504
W31469,16Neu,0.18983528017997742
W31470,5Ery,0.5117381811141968
W31471,14Mo,0.12281231582164764
W31472,16Neu,0.13141334056854248
W31473,14Mo,0.08059539645910263
W31474,16Neu,0.1285582035779953
W31475,14Mo,0.15408119559288025
W31476,8Mk,0.37973469495773315
W31477,10GMP,0.11701896041631699
W31478,14Mo,0.047634705901145935
W31479,5Ery,0.5080932974815369
W31480,7MEP,0.28455308079719543
W31481,2Ery,0.557366669178009
W31483,14Mo,0.19187963008880615
W31484,13Baso,0.12499821186065674
W31485,2Ery,0.5890825986862183
W31486,5Ery,0.4931425452232361
W31487,14Mo,0.1416657716035843
W31489,14Mo,0.10698825865983963
W31491,9GMP,0.04612182453274727
W31492,4Ery,0.5652136206626892
W31493,10GMP,0.08324989676475525
W31494,13Baso,0.09363538771867752
W31495,10GMP,0.09892449527978897
W31497,7MEP,0.2494789958000183
W31498,10GMP,0.05487183853983879
W31499,3Ery,0.4277724623680115
W31500,2Ery,0.5678343772888184
W31501,14Mo,0.1290145218372345
W31502,10GMP,0.048047151416540146
W31503,15Mo,0.10215778648853302
W31504,13Baso,0.14693285524845123
W31505,7MEP,0.2396756410598755
W31506,6Ery,0.2684813439846039
W31507,7MEP,0.26000842452049255
W31508,5Ery,0.48609429597854614
W31509,14Mo,0.08911499381065369
W31510,13Baso,0.08789481222629547
W31511,10GMP,0.0406656377017498
W31512,7MEP,0.21736614406108856
W31513,3Ery,0.5826196670532227
W31514,7MEP,0.25803136825561523
W31515,13Baso,0.06330498307943344
W31516,1Ery,0.5798607468605042
W31517,14Mo,0.11638831347227097
W31518,13Baso,0.14160193502902985
W31519,10GMP,0.008566295728087425
W31520,9GMP,0.06160205230116844
W31521,3Ery,0.5041521191596985
W31522,13Baso,0.04464114084839821
W31523,2Ery,0.6693706512451172
W31524,13Baso,0.04989975318312645
W31525,2Ery,0.5417541265487671
W31526,6Ery,0.24816234409809113
W31527,6Ery,0.3144710659980774
W31528,13Baso,0.1046469509601593
W31529,3Ery,0.468628466129303
W31530,13Baso,0.09996148198843002
W31531,11DC,0.21188151836395264
W31532,14Mo,0.16453403234481812
W31533,10GMP,0.08836248517036438
W31534,8Mk,0.30601826310157776
W31535,9GMP,0.07519498467445374
W31536,2Ery,0.6534479260444641
W31537,13Baso,0.10033385455608368
W31538,14Mo,0.15022523701190948
W31539,13Baso,0.04307885095477104
W31540,14Mo,0.09278643876314163
W31541,5Ery,0.5521648526191711
W31542,14Mo,0.11038906872272491
W31543,5Ery,0.47903138399124146
W31544,13Baso,0.056877076625823975
W31545,12Baso,0.13409389555454254
W31546,16Neu,0.19603823125362396
W31547,11DC,0.21187786757946014
W31548,13Baso,0.05969083681702614
W31549,13Baso,0.06973151862621307
W31550,2Ery,0.6005488038063049
W31551,2Ery,0.5614269375801086
W31552,14Mo,0.06688833981752396
W31553,7MEP,0.2667010426521301
W31554,4Ery,0.4624041020870209
W31555,6Ery,0.4263107180595398
W31556,13Baso,0.05287658050656319
W31558,14Mo,0.11965958029031754
W31559,14Mo,0.07246533781290054
W31560,6Ery,0.25080153346061707
W31562,12Baso,0.13071182370185852
W31563,6Ery,0.44820141792297363
W31564,14Mo,0.07169193774461746
W31565,2Ery,0.582812488079071
W31566,13Baso,0.15902996063232422
W31567,13Baso,0.1311703473329544
W31568,14Mo,0.0859403982758522
W31569,7MEP,0.2557455003261566
W31570,7MEP,0.21570086479187012
W31571,15Mo,0.13230369985103607
W31572,5Ery,0.4420815408229828
W31573,5Ery,0.4064110815525055
W31575,5Ery,0.305655300617218
W31576,5Ery,0.5546249151229858
W31577,15Mo,0.15779058635234833
W31578,1Ery,0.6544458866119385
W31580,13Baso,0.027936173602938652
W31581,10GMP,0.0551270991563797
W31583,12Baso,0.20613841712474823
W31586,4Ery,0.623084545135498
W31587,7MEP,0.1991046816110611
W31588,15Mo,0.23618772625923157
W31589,19Lymph,0.8235308527946472
W31590,13Baso,0.0999765619635582
W31591,13Baso,0.05310538783669472
W31593,3Ery,0.6196253299713135
W31594,3Ery,0.5493295192718506
W31595,15Mo,0.12046139687299728
W31596,16Neu,0.16952429711818695
W31597,13Baso,0.13244439661502838
W31598,2Ery,0.571217954158783
W31599,15Mo,0.15402616560459137
W31600,17Neu,0.13085001707077026
W31601,15Mo,0.1320711225271225
W31602,13Baso,0.017495308071374893
W31603,16Neu,0.22258126735687256
W31604,6Ery,0.27880769968032837
W31605,5Ery,0.49109721183776855
W31606,15Mo,0.08769505470991135
W31607,9GMP,0.12210902571678162
W31608,13Baso,0.10089555382728577
W31609,15Mo,0.13651660084724426
W31611,13Baso,0.11744403839111328
W31613,6Ery,0.24960680305957794
W31614,7MEP,0.22026662528514862
W31615,12Baso,0.08096230030059814
W31617,15Mo,0.16209273040294647
W31618,2Ery,0.5875162482261658
W31620,13Baso,0.026693854480981827
W31621,10GMP,0.19225172698497772
W31622,14Mo,0.08102375268936157
W31623,14Mo,0.0903669074177742
W31624,14Mo,0.1751096397638321
W31625,15Mo,0.20681172609329224
W31626,5Ery,0.4326515793800354
W31628,16Neu,0.15655656158924103
W31629,5Ery,0.4669111371040344
W31630,14Mo,0.08724217861890793
W31631,13Baso,0.1483340561389923
W31632,15Mo,0.16116619110107422
W31634,2Ery,0.6659067869186401
W31635,2Ery,0.6014185547828674
W31636,2Ery,0.5899217128753662
W31638,13Baso,0.10379182547330856
W31639,13Baso,0.08031774312257767
W31640,5Ery,0.45457375049591064
W31641,5Ery,0.4218475818634033
W31642,9GMP,0.13440869748592377
W31644,14Mo,0.10502663254737854
W31645,7MEP,0.2353973090648651
W31646,14Mo,0.10674162954092026
W31647,11DC,0.21188387274742126
W31648,16Neu,0.22382313013076782
W31649,2Ery,0.6332120299339294
W31650,2Ery,0.5811017155647278
W31651,10GMP,0.15208673477172852
W31652,8Mk,0.24257245659828186
W31653,2Ery,0.5082781910896301
W31654,5Ery,0.5061363577842712
W31655,13Baso,0.14622987806797028
W31656,13Baso,0.10074231773614883
W31657,12Baso,0.06052760034799576
W31658,7MEP,0.24865207076072693
W31659,7MEP,0.23480698466300964
W31660,13Baso,0.1107713058590889
W31661,6Ery,0.25969716906547546
W31662,5Ery,0.5391913652420044
W31663,16Neu,0.1892910897731781
W31664,14Mo,0.12416782975196838
W31665,13Baso,0.09495559334754944
W31666,2Ery,0.6148710250854492
W31667,14Mo,0.10541947185993195
W31668,5Ery,0.4774763286113739
W31669,7MEP,0.2354237586259842
W31670,10GMP,0.05022503063082695
W31671,19Lymph,0.9249628186225891
W31674,14Mo,0.08891747146844864
W31676,4Ery,0.6149912476539612
W31678,14Mo,0.0682356059551239
W31681,12Baso,0.12007895857095718
W31682,9GMP,0.08994882553815842
W31683,15Mo,0.13398000597953796
W31684,17Neu,0.29020094871520996
W31685,7MEP,0.23264066874980927
W31686,16Neu,0.15251396596431732
W31687,13Baso,0.10095483064651489
W31689,3Ery,0.5576308369636536
W31690,15Mo,0.12539717555046082
W31691,3Ery,0.6435828804969788
W31692,7MEP,0.2831413745880127
W31693,8Mk,0.33884239196777344
W31694,19Lymph,0.8892049193382263
W31695,3Ery,0.46916675567626953
W31696,13Baso,0.09986307471990585
W31697,9GMP,0.052757758647203445
W31698,3Ery,0.5258708000183105
W31699,3Ery,0.49806615710258484
W31700,2Ery,0.5800998210906982
W31701,16Neu,0.23423893749713898
W31702,14Mo,0.08891170471906662
W31703,16Neu,0.2179528921842575
W31704,6Ery,0.3380813002586365
W31705,14Mo,0.10459289699792862
W31706,5Ery,0.47109222412109375
W31707,14Mo,0.09580366313457489
W31708,14Mo,0.08065225929021835
W31709,19Lymph,0.7451024055480957
W31711,15Mo,0.14276428520679474
W31712,13Baso,0.025147687643766403
W31713,14Mo,0.16982340812683105
W31714,13Baso,0.1276913583278656
W31715,17Neu,0.2731139063835144
W31716,14Mo,0.09313420951366425
W31717,1Ery,0.7278236150741577
W31718,2Ery,0.5819432139396667
W31719,5Ery,0.49204862117767334
W31720,6Ery,0.24645574390888214
W31721,15Mo,0.137095645070076
W31722,10GMP,0.022455532103776932
W31723,6Ery,0.2737415134906769
W31724,10GMP,0.059988927096128464
W31725,7MEP,0.22464478015899658
W31726,14Mo,0.0760282576084137
W31727,13Baso,0.025059467181563377
W31728,2Ery,0.5692890286445618
W31729,14Mo,0.14516301453113556
W31730,14Mo,0.13267619907855988
W31731,6Ery,0.19853313267230988
W31732,13Baso,0.026068193838000298
W31733,14Mo,0.1401987075805664
W31734,14Mo,0.09419835358858109
W31735,2Ery,0.5389472842216492
W31736,6Ery,0.4392315149307251
W31737,13Baso,0.048695966601371765
W31738,10GMP,0.006000298075377941
W31739,15Mo,0.15642006695270538
W31740,16Neu,0.23693867027759552
W31741,10GMP,0.05507003143429756
W31742,1Ery,0.6777178049087524
W31743,14Mo,0.08937272429466248
W31744,12Baso,0.14211441576480865
W31745,10GMP,0.04909021034836769
W31746,12Baso,0.11664280295372009
W31748,16Neu,0.2220352441072464
W31749,10GMP,0.06913723796606064
W31750,13Baso,0.06338420510292053
W31751,16Neu,0.20748469233512878
W31752,6Ery,0.27581989765167236
W31755,5Ery,0.4849569499492645
W31756,10GMP,0.05313239246606827
W31758,13Baso,0.058077070862054825
W31759,19Lymph,0.8811773657798767
W31760,14Mo,0.12877465784549713
W31761,5Ery,0.4151400625705719
W31762,13Baso,0.11106369644403458
W31764,13Baso,0.05886264517903328
W31765,13Baso,0.12168413400650024
W31766,19Lymph,0.760664165019989
W31767,13Baso,0.08963887393474579
W31768,4Ery,0.5626168251037598
W31771,12Baso,0.0944402664899826
W31773,10GMP,0.08477675169706345
W31774,11DC,0.211880162358284
W31775,1Ery,0.7248338460922241
W31776,19Lymph,0.9693736433982849
W31777,3Ery,0.636647641658783
W31778,6Ery,0.2894725203514099
W31779,6Ery,0.25732800364494324
W31780,2Ery,0.5545865893363953
W31781,2Ery,0.6565546989440918
W31782,13Baso,0.059730496257543564
W31783,3Ery,0.48830896615982056
W31785,15Mo,0.1720324456691742
W31786,2Ery,0.6511239409446716
W31787,10GMP,0.03660770505666733
W31788,5Ery,0.4222308397293091
W31789,13Baso,0.0820467546582222
W31791,9GMP,0.05035174638032913
W31792,9GMP,0.03502066060900688
W31793,12Baso,0.06303214281797409
W31794,17Neu,0.2289702445268631
W31795,6Ery,0.2824529707431793
W31796,7MEP,0.28335386514663696
W31797,6Ery,0.4106297194957733
W31798,14Mo,0.096493199467659
W31799,14Mo,0.07235776633024216
W31800,19Lymph,0.8971154689788818
W31801,13Baso,0.0721195787191391
W31802,13Baso,0.10638394206762314
W31803,2Ery,0.5153874158859253
W31804,13Baso,0.04526098817586899
W31805,7MEP,0.26171600818634033
W31806,3Ery,0.5322161316871643
W31807,13Baso,0.041722286492586136
W31808,15Mo,0.1726478934288025
W31809,13Baso,0.0533943735063076
W31810,11DC,0.21188338100910187
W31811,17Neu,0.2563064396381378
W31812,13Baso,0.06090165302157402
W31813,14Mo,0.09880965203046799
W31814,2Ery,0.4550265073776245
W31815,11DC,0.2118806540966034
W31816,13Baso,0.012897507287561893
W31817,13Baso,0.11923075467348099
W31818,2Ery,0.6379654407501221
W31819,2Ery,0.5697281956672668
W31820,16Neu,0.1716332584619522
W31821,14Mo,0.10715234279632568
W31822,10GMP,0.08549076318740845
W31823,16Neu,0.18044938147068024
W31824,13Baso,0.08636875450611115
W31825,10GMP,0.07537103444337845
W31826,16Neu,0.2011769711971283
W31827,2Ery,0.47410622239112854
W31828,14Mo,0.07701769471168518
W31829,12Baso,0.10206976532936096
W31830,9GMP,0.15148039162158966
W31831,2Ery,0.5059757232666016
W31832,2Ery,0.6420406103134155
W31834,2Ery,0.6242831945419312
W31835,6Ery,0.3946737051010132
W31836,13Baso,0.07170046865940094
W31837,14Mo,0.07349764555692673
W31838,2Ery,0.5675389766693115
W31839,5Ery,0.5855539441108704
W31840,16Neu,0.20591388642787933
W31841,6Ery,0.2517373561859131
W31842,13Baso,0.07738210260868073
W31845,14Mo,0.13727957010269165
W31846,5Ery,0.48263704776763916
W31847,5Ery,0.4853702485561371
W31849,2Ery,0.6436857581138611
W31850,4Ery,0.5045702457427979
W31851,2Ery,0.6137136220932007
W31854,10GMP,0.023461580276489258
W31855,5Ery,0.5113564729690552
W31856,13Baso,0.11864268034696579
W31857,13Baso,0.11666221171617508
W31858,2Ery,0.5657199621200562
W31859,12Baso,0.1982279121875763
W31860,12Baso,0.1565133035182953
W31861,15Mo,0.1494748890399933
W31864,13Baso,0.09369758516550064
W31865,13Baso,0.07785514742136002
W31866,13Baso,0.14467740058898926
W31868,13Baso,0.09399838000535965
W31870,10GMP,0.02634281851351261
W31871,14Mo,0.12732180953025818
W31872,13Baso,0.1003127247095108
W36865,7MEP,0.27028924226760864
W36866,13Baso,0.11419882625341415
W36867,9GMP,0.20786651968955994
W36868,14Mo,0.14147093892097473
W36869,1Ery,0.6469565629959106
W36871,3Ery,0.5858421921730042
W36873,13Baso,0.1418946385383606
W36874,13Baso,0.0933283343911171
W36875,15Mo,0.2715608477592468
W36876,2Ery,0.5361588001251221
W36877,13Baso,0.06564991176128387
W36878,5Ery,0.5813191533088684
W36879,14Mo,0.08596817404031754
W36881,3Ery,0.6297248601913452
W36882,6Ery,0.3762610852718353
W36883,2Ery,0.5816367268562317
W36884,19Lymph,0.9131389260292053
W36885,15Mo,0.1395246684551239
W36886,12Baso,0.11126977950334549
W36887,7MEP,0.19522880017757416
W36889,2Ery,0.736468493938446
W36890,8Mk,0.3048340380191803
W36891,14Mo,0.08927009999752045
W36892,14Mo,0.1245482861995697
W36893,8Mk,0.18740056455135345
W36894,5Ery,0.4905351996421814
W36895,14Mo,0.07328497618436813
W36897,2Ery,0.704436719417572
W36898,3Ery,0.5689272880554199
W36899,9GMP,0.04016202315688133
W36900,5Ery,0.47381141781806946
W36901,3Ery,0.5706030130386353
W36902,5Ery,0.5318958163261414
W36903,14Mo,0.09807317703962326
W36905,2Ery,0.61717289686203
W36906,2Ery,0.698585033416748
W36907,14Mo,0.10637527704238892
W36908,16Neu,0.15272468328475952
W36909,9GMP,0.22949515283107758
W36910,16Neu,0.24853013455867767
W36911,15Mo,0.18529793620109558
W36912,10GMP,0.01962490938603878
W36913,3Ery,0.5893122553825378
W36914,14Mo,0.1285390406847
W36915,8Mk,0.20489172637462616
W36916,14Mo,0.1160915195941925
W36917,15Mo,0.09874704480171204
W36918,16Neu,0.1273951530456543
W36919,5Ery,0.4821573793888092
W36920,14Mo,0.061521176248788834
W36921,16Neu,0.20297066867351532
W36922,4Ery,0.4857840836048126
W36923,2Ery,0.6703071594238281
W36924,13Baso,0.13148199021816254
W36925,14Mo,0.07548459619283676
W36926,13Baso,0.05773090198636055
W36927,5Ery,0.37240713834762573
W36928,13Baso,0.02472166158258915
W36929,7MEP,0.24352982640266418
W36930,15Mo,0.16132229566574097
W36931,6Ery,0.2978552281856537
W36932,16Neu,0.14414136111736298
W36933,15Mo,0.12106771022081375
W36934,12Baso,0.12494762241840363
W36935,6Ery,0.3387394845485687
W36936,13Baso,0.15286198258399963
W36939,14Mo,0.08440743386745453
W36940,16Neu,0.15676827728748322
W36941,14Mo,0.0953151285648346
W36942,14Mo,0.07766802608966827
W36943,2Ery,0.5921860337257385
W36944,6Ery,0.31775498390197754
W36945,6Ery,0.263643354177475
W36946,13Baso,0.04968159645795822
W36947,14Mo,0.08717358112335205
W36948,16Neu,0.18337678909301758
W36949,2Ery,0.599936842918396
