cell_id,paul15_clusters,dpt_erythrocyte_pseudotime,dpt_monocyte_pseudotime,dpt_lineage_pseudotime
W31196,10GMP,0.37743163108825684,0.23179005086421967,0.30461084097623825
W31197,10GMP,0.05115538090467453,0.11728721112012863,0.08422129601240158
W31198,2Ery,0.856442928314209,,0.856442928314209
W31199,7MEP,0.3254987597465515,,0.3254987597465515
W31200,6Ery,0.4884776771068573,,0.4884776771068573
W31201,7MEP,0.39441347122192383,,0.39441347122192383
W31202,14Mo,,0.582197368144989,0.582197368144989
W31203,16Neu,,,
W31204,10GMP,0.14332546293735504,0.30236685276031494,0.222846157848835
W31205,3Ery,0.7874915599822998,,0.7874915599822998
W31206,3Ery,0.9346796274185181,,0.9346796274185181
W31207,13Baso,,,
W31209,1Ery,0.9734219312667847,,0.9734219312667847
W31210,14Mo,,0.8584079146385193,0.8584079146385193
W31211,15Mo,,0.7545522451400757,0.7545522451400757
W31212,2Ery,0.8389115929603577,,0.8389115929603577
W31213,5Ery,0.6019571423530579,,0.6019571423530579
W31214,2Ery,0.9132962822914124,,0.9132962822914124
W31215,5Ery,0.5992085933685303,,0.5992085933685303
W31217,3Ery,0.8227826952934265,,0.8227826952934265
W31218,14Mo,,0.7514845728874207,0.7514845728874207
W31219,10GMP,0.10320703685283661,0.22077079117298126,0.16198891401290894
W31220,2Ery,0.9478297829627991,,0.9478297829627991
W31221,7MEP,0.3758624792098999,,0.3758624792098999
W31222,4Ery,0.8178994059562683,,0.8178994059562683
W31223,9GMP,,0.14884436130523682,0.14884436130523682
W31224,7MEP,0.34207847714424133,,0.34207847714424133
W31225,3Ery,0.853211522102356,,0.853211522102356
W31226,16Neu,,,
W31227,11DC,,,
W31228,10GMP,0.04447149857878685,0.061356257647275925,0.05291387811303139
W31229,6Ery,0.7338927984237671,,0.7338927984237671
W31230,3Ery,0.5851869583129883,,0.5851869583129883
W31231,2Ery,0.8626143336296082,,0.8626143336296082
W31232,5Ery,0.7781776785850525,,0.7781776785850525
W31233,2Ery,0.8289257287979126,,0.8289257287979126
W31234,2Ery,0.8331630229949951,,0.8331630229949951
W31236,5Ery,0.670446515083313,,0.670446515083313
W31237,14Mo,,0.8832607269287109,0.8832607269287109
W31238,5Ery,0.6516966223716736,,0.6516966223716736
W31239,14Mo,,0.7351978421211243,0.7351978421211243
W31240,3Ery,0.6546188592910767,,0.6546188592910767
W31241,2Ery,0.8461326360702515,,0.8461326360702515
W31242,16Neu,,,
W31243,2Ery,0.9114396572113037,,0.9114396572113037
W31244,13Baso,,,
W31245,16Neu,,,
W31246,2Ery,0.8854676485061646,,0.8854676485061646
W31247,3Ery,0.8882218599319458,,0.8882218599319458
W31248,3Ery,0.7903508543968201,,0.7903508543968201
W31249,14Mo,,0.7705835700035095,0.7705835700035095
W31250,5Ery,0.8003287315368652,,0.8003287315368652
W31251,16Neu,,,
W31252,14Mo,,0.6737465262413025,0.6737465262413025
W31253,14Mo,,0.4058222472667694,0.4058222472667694
W31254,13Baso,,,
W31255,3Ery,0.8498185873031616,,0.8498185873031616
W31256,14Mo,,0.6165230870246887,0.6165230870246887
W31257,7MEP,0.37195080518722534,,0.37195080518722534
W31259,14Mo,,0.22995102405548096,0.22995102405548096
W31260,10GMP,0.061760250478982925,0.3863823115825653,0.22407128103077412
W31262,2Ery,0.6119996905326843,,0.6119996905326843
W31263,14Mo,,0.006505266763269901,0.006505266763269901
W31264,15Mo,,0.6113566160202026,0.6113566160202026
W31265,14Mo,,0.7302302718162537,0.7302302718162537
W31266,16Neu,,,
W31267,10GMP,0.13438238203525543,0.1310645341873169,0.13272345811128616
W31268,7MEP,0.3319642245769501,,0.3319642245769501
W31269,5Ery,0.6037453413009644,,0.6037453413009644
W31270,16Neu,,,
W31271,2Ery,0.8421899080276489,,0.8421899080276489
W31272,16Neu,,,
W31273,14Mo,,0.5630720257759094,0.5630720257759094
W31274,10GMP,0.012528623454272747,0.007228058762848377,0.009878341108560562
W31275,16Neu,,,
W31276,8Mk,0.4707088768482208,,0.4707088768482208
W31277,7MEP,0.40166667103767395,,0.40166667103767395
W31278,14Mo,,0.7178220152854919,0.7178220152854919
W31279,7MEP,0.3518925607204437,,0.3518925607204437
W31280,2Ery,0.8056323528289795,,0.8056323528289795
W31281,14Mo,,0.7573399543762207,0.7573399543762207
W31282,14Mo,,0.7941475510597229,0.7941475510597229
W31283,4Ery,0.7582862973213196,,0.7582862973213196
W31284,5Ery,0.6239706873893738,,0.6239706873893738
W31285,14Mo,,0.436171293258667,0.436171293258667
W31286,14Mo,,0.5808778405189514,0.5808778405189514
W31287,10GMP,0.5459340810775757,0.2694312036037445,0.4076826423406601
W31288,6Ery,0.3907417953014374,,0.3907417953014374
W31289,5Ery,0.6389371752738953,,0.6389371752738953
W31290,14Mo,,0.6996712684631348,0.6996712684631348
W31291,3Ery,0.8890623450279236,,0.8890623450279236
W31292,5Ery,0.6194875836372375,,0.6194875836372375
W31293,15Mo,,0.5281842350959778,0.5281842350959778
W31294,5Ery,0.7801427245140076,,0.7801427245140076
W31295,14Mo,,0.7390979528427124,0.7390979528427124
W31296,16Neu,,,
W31297,8Mk,0.3356344401836395,,0.3356344401836395
W31298,3Ery,0.8868351578712463,,0.8868351578712463
W31299,14Mo,,0.6246731281280518,0.6246731281280518
W31300,12Baso,,,
W31301,14Mo,,0.06030423939228058,0.06030423939228058
W31302,3Ery,0.877579391002655,,0.877579391002655
W31303,5Ery,0.5765702724456787,,0.5765702724456787
W31305,16Neu,,,
W31306,15Mo,,0.6816396713256836,0.6816396713256836
W31307,13Baso,,,
W31309,5Ery,0.6969579458236694,,0.6969579458236694
W31310,3Ery,0.8011786341667175,,0.8011786341667175
W31311,13Baso,,,
W31312,12Baso,,,
W31313,8Mk,0.3375207483768463,,0.3375207483768463
W31314,7MEP,0.2841840088367462,,0.2841840088367462
W31315,6Ery,0.6154256463050842,,0.6154256463050842
W31316,2Ery,0.8815241456031799,,0.8815241456031799
W31317,3Ery,0.9224148988723755,,0.9224148988723755
W31318,3Ery,0.8905152678489685,,0.8905152678489685
W31319,15Mo,,0.7412709593772888,0.7412709593772888
W31321,3Ery,0.5797432661056519,,0.5797432661056519
W31322,3Ery,0.820090651512146,,0.820090651512146
W31323,3Ery,0.7746175527572632,,0.7746175527572632
W31324,8Mk,0.3464224338531494,,0.3464224338531494
W31325,2Ery,0.7701390385627747,,0.7701390385627747
W31326,2Ery,0.8438647389411926,,0.8438647389411926
W31327,14Mo,,0.5530208945274353,0.5530208945274353
W31328,3Ery,0.8075559735298157,,0.8075559735298157
W31329,15Mo,,0.6793963313102722,0.6793963313102722
W31330,14Mo,,0.6579667329788208,0.6579667329788208
W31331,7MEP,0.3564717471599579,,0.3564717471599579
W31332,15Mo,,0.6300248503684998,0.6300248503684998
W31333,3Ery,0.7442289590835571,,0.7442289590835571
W31334,3Ery,0.8109652996063232,,0.8109652996063232
W31335,13Baso,,,
W31336,15Mo,,0.6593693494796753,0.6593693494796753
W31337,3Ery,0.9208461046218872,,0.9208461046218872
W31338,15Mo,,0.6133509874343872,0.6133509874343872
W31339,13Baso,,,
W31340,3Ery,0.7559873461723328,,0.7559873461723328
W31341,15Mo,,0.615132212638855,0.615132212638855
W31342,15Mo,,0.7306591272354126,0.7306591272354126
W31343,13Baso,,,
W31344,19Lymph,,,
W31345,4Ery,0.7659677267074585,,0.7659677267074585
W31346,3Ery,0.6879931092262268,,0.6879931092262268
W31347,14Mo,,0.5109628438949585,0.5109628438949585
W31348,4Ery,0.837005078792572,,0.837005078792572
W31349,6Ery,0.5447486639022827,,0.5447486639022827
W31350,16Neu,,,
W31351,14Mo,,0.8409542441368103,0.8409542441368103
W31353,3Ery,0.894422173500061,,0.894422173500061
W31354,17Neu,,,
W31355,15Mo,,0.5276582837104797,0.5276582837104797
W31356,4Ery,0.6782858371734619,,0.6782858371734619
W31357,3Ery,0.8155415058135986,,0.8155415058135986
W31358,6Ery,0.5482643246650696,,0.5482643246650696
W31359,14Mo,,0.7404239773750305,0.7404239773750305
W31360,3Ery,0.7931780815124512,,0.7931780815124512
W31361,16Neu,,,
W31362,14Mo,,0.9981794953346252,0.9981794953346252
W31363,15Mo,,0.5873001217842102,0.5873001217842102
W31364,7MEP,0.3365187346935272,,0.3365187346935272
W31365,13Baso,,,
W31366,15Mo,,0.48964357376098633,0.48964357376098633
W31367,14Mo,,0.962378203868866,0.962378203868866
W31368,3Ery,0.8423941135406494,,0.8423941135406494
W31369,2Ery,0.8313547968864441,,0.8313547968864441
W31370,2Ery,0.8492552638053894,,0.8492552638053894
W31371,14Mo,,0.1720540076494217,0.1720540076494217
W31372,2Ery,0.917199969291687,,0.917199969291687
W31373,13Baso,,,
W31374,2Ery,0.8443134427070618,,0.8443134427070618
W31375,3Ery,0.7567062973976135,,0.7567062973976135
W31376,13Baso,,,
W31377,12Baso,,,
W31378,2Ery,0.8198593854904175,,0.8198593854904175
W31379,10GMP,0.14314427971839905,0.14096195995807648,0.14205311983823776
W31380,5Ery,0.6541354656219482,,0.6541354656219482
W31381,13Baso,,,
W31382,3Ery,0.8166971802711487,,0.8166971802711487
W31383,9GMP,,0.0677822008728981,0.0677822008728981
W31386,15Mo,,0.682749330997467,0.682749330997467
W31387,2Ery,0.8747791647911072,,0.8747791647911072
W31388,10GMP,0.1463010460138321,0.13520194590091705,0.14075149595737457
W31389,5Ery,0.6930260062217712,,0.6930260062217712
W31390,5Ery,0.6689570546150208,,0.6689570546150208
W31391,2Ery,0.8652434945106506,,0.8652434945106506
W31392,14Mo,,0.20806066691875458,0.20806066691875458
W31393,13Baso,,,
W31394,2Ery,0.8590859770774841,,0.8590859770774841
W31395,14Mo,,0.6577389240264893,0.6577389240264893
W31396,16Neu,,,
W31397,12Baso,,,
W31398,14Mo,,0.6973885893821716,0.6973885893821716
W31399,14Mo,,0.6375759840011597,0.6375759840011597
W31401,3Ery,0.8356515169143677,,0.8356515169143677
W31402,14Mo,,0.6527616381645203,0.6527616381645203
W31403,13Baso,,,
W31405,12Baso,,,
W31406,5Ery,0.6269851922988892,,0.6269851922988892
W31407,10GMP,0.1488516926765442,0.1441725641489029,0.14651212841272354
W31409,14Mo,,0.7809999585151672,0.7809999585151672
W31410,4Ery,0.6814771294593811,,0.6814771294593811
W31411,15Mo,,0.7842302322387695,0.7842302322387695
W31412,11DC,,,
W31413,3Ery,0.7662701606750488,,0.7662701606750488
W31414,4Ery,0.825663149356842,,0.825663149356842
W31415,4Ery,0.6471942663192749,,0.6471942663192749
W31416,4Ery,0.7569637298583984,,0.7569637298583984
W31418,4Ery,0.8530063033103943,,0.8530063033103943
W31419,5Ery,0.6202507615089417,,0.6202507615089417
W31420,1Ery,0.9700711369514465,,0.9700711369514465
W31421,16Neu,,,
W31422,14Mo,,0.7806288599967957,0.7806288599967957
W31423,2Ery,0.8519593477249146,,0.8519593477249146
W31424,5Ery,0.6284592747688293,,0.6284592747688293
W31425,15Mo,,0.6661337614059448,0.6661337614059448
W31426,5Ery,0.658519983291626,,0.658519983291626
W31427,2Ery,0.804107129573822,,0.804107129573822
W31428,5Ery,0.707878589630127,,0.707878589630127
W31429,1Ery,0.9702823162078857,,0.9702823162078857
W31430,7MEP,0.33953890204429626,,0.33953890204429626
W31431,2Ery,0.8408430218696594,,0.8408430218696594
W31432,14Mo,,0.5809196829795837,0.5809196829795837
W31433,10GMP,0.4416755735874176,0.25966396927833557,0.3506697714328766
W31434,2Ery,0.7757789492607117,,0.7757789492607117
W31436,14Mo,,0.7244265079498291,0.7244265079498291
W31437,6Ery,0.4715742766857147,,0.4715742766857147
W31439,9GMP,,0.21533744037151337,0.21533744037151337
W31440,3Ery,0.8839508295059204,,0.8839508295059204
W31441,2Ery,0.7783240079879761,,0.7783240079879761
W31442,3Ery,0.7444846630096436,,0.7444846630096436
W31443,12Baso,,,
W31444,2Ery,0.7774144411087036,,0.7774144411087036
W31445,18Eos,,,
W31446,5Ery,0.7485044598579407,,0.7485044598579407
W31447,3Ery,0.684177815914154,,0.684177815914154
W31448,15Mo,,0.7695851922035217,0.7695851922035217
W31451,14Mo,,0.37208250164985657,0.37208250164985657
W31452,2Ery,0.865597128868103,,0.865597128868103
W31453,6Ery,0.47368529438972473,,0.47368529438972473
W31454,14Mo,,0.5044676661491394,0.5044676661491394
W31455,2Ery,0.9618133306503296,,0.9618133306503296
W31456,5Ery,0.6523205637931824,,0.6523205637931824
W31457,12Baso,,,
W31458,7MEP,0.24541622400283813,,0.24541622400283813
W31459,17Neu,,,
W31460,14Mo,,0.6384738087654114,0.6384738087654114
W31461,2Ery,0.8369865417480469,,0.8369865417480469
W31462,5Ery,0.6266854405403137,,0.6266854405403137
W31463,2Ery,0.8563941121101379,,0.8563941121101379
W31464,14Mo,,0.8817882537841797,0.8817882537841797
W31465,13Baso,,,
W31466,15Mo,,0.7287013530731201,0.7287013530731201
W31467,2Ery,0.8368226885795593,,0.8368226885795593
W31468,13Baso,,,
W31469,16Neu,,,
W31470,5Ery,0.7094109654426575,,0.7094109654426575
W31471,14Mo,,0.9453726410865784,0.9453726410865784
W31472,16Neu,,,
W31473,14Mo,,0.6474827527999878,0.6474827527999878
W31474,16Neu,,,
W31475,14Mo,,0.9321309328079224,0.9321309328079224
W31476,8Mk,0.7497109174728394,,0.7497109174728394
W31477,10GMP,0.14557816088199615,0.1458277702331543,0.14570296555757523
W31478,14Mo,,0.5623270273208618,0.5623270273208618
W31479,5Ery,0.6634059548377991,,0.6634059548377991
W31480,7MEP,0.3927111327648163,,0.3927111327648163
W31481,2Ery,0.823223352432251,,0.823223352432251
W31483,14Mo,,0.5077154636383057,0.5077154636383057
W31484,13Baso,,,
W31485,2Ery,0.7788496613502502,,0.7788496613502502
W31486,5Ery,0.6870942711830139,,0.6870942711830139
W31487,14Mo,,0.8839244842529297,0.8839244842529297
W31489,14Mo,,0.7539715766906738,0.7539715766906738
W31491,9GMP,,0.02071305364370346,0.02071305364370346
W31492,4Ery,0.8182491064071655,,0.8182491064071655
W31493,10GMP,0.07403670996427536,0.10305403918027878,0.08854537457227707
W31494,13Baso,,,
W31495,10GMP,0.14971812069416046,0.1446349322795868,0.14717652648687363
W31497,7MEP,0.3745990991592407,,0.3745990991592407
W31498,10GMP,0.1035141572356224,0.22595198452472687,0.16473307088017464
W31499,3Ery,0.607860803604126,,0.607860803604126
W31500,2Ery,0.8356850147247314,,0.8356850147247314
W31501,14Mo,,0.7784152030944824,0.7784152030944824
W31502,10GMP,0.05912163108587265,0.09801443666219711,0.07856803387403488
W31503,15Mo,,0.6494181156158447,0.6494181156158447
W31504,13Baso,,,
W31505,7MEP,0.3614426553249359,,0.3614426553249359
W31506,6Ery,0.3900855779647827,,0.3900855779647827
W31507,7MEP,0.36686038970947266,,0.36686038970947266
W31508,5Ery,0.6332272887229919,,0.6332272887229919
W31509,14Mo,,0.7643765807151794,0.7643765807151794
W31510,13Baso,,,
W31511,10GMP,0.02042512781918049,0.05464255437254906,0.03753384109586477
W31512,7MEP,0.32731321454048157,,0.32731321454048157
W31513,3Ery,0.8517254590988159,,0.8517254590988159
W31514,7MEP,0.34229835867881775,,0.34229835867881775
W31515,13Baso,,,
W31516,1Ery,0.9120335578918457,,0.9120335578918457
W31517,14Mo,,0.55655437707901,0.55655437707901
W31518,13Baso,,,
W31519,10GMP,0.0038932585157454014,0.002280139597132802,0.0030866990564391017
W31520,9GMP,,0.05230560898780823,0.05230560898780823
W31521,3Ery,0.7662049531936646,,0.7662049531936646
W31522,13Baso,,,
W31523,2Ery,0.8904122114181519,,0.8904122114181519
W31524,13Baso,,,
W31525,2Ery,0.8351126313209534,,0.8351126313209534
W31526,6Ery,0.37607884407043457,,0.37607884407043457
W31527,6Ery,0.460394024848938,,0.460394024848938
W31528,13Baso,,,
W31529,3Ery,0.6208558678627014,,0.6208558678627014
W31530,13Baso,,,
W31531,11DC,,,
W31532,14Mo,,0.6712835431098938,0.6712835431098938
W31533,10GMP,0.12848928570747375,0.12553620338439941,0.12701274454593658
W31534,8Mk,0.6735812425613403,,0.6735812425613403
W31535,9GMP,,0.06904246658086777,0.06904246658086777
W31536,2Ery,0.8456990718841553,,0.8456990718841553
W31537,13Baso,,,
W31538,14Mo,,0.8836506009101868,0.8836506009101868
W31539,13Baso,,,
W31540,14Mo,,0.7862441539764404,0.7862441539764404
W31541,5Ery,0.7685561180114746,,0.7685561180114746
W31542,14Mo,,0.7052252292633057,0.7052252292633057
W31543,5Ery,0.6204789280891418,,0.6204789280891418
W31544,13Baso,,,
W31545,12Baso,,,
W31546,16Neu,,,
W31547,11DC,,,
W31548,13Baso,,,
W31549,13Baso,,,
W31550,2Ery,0.86531662940979,,0.86531662940979
W31551,2Ery,0.7491670250892639,,0.7491670250892639
W31552,14Mo,,0.4137248992919922,0.4137248992919922
W31553,7MEP,0.3696804940700531,,0.3696804940700531
W31554,4Ery,0.6528306603431702,,0.6528306603431702
W31555,6Ery,0.6287404298782349,,0.6287404298782349
W31556,13Baso,,,
W31558,14Mo,,0.48978859186172485,0.48978859186172485
W31559,14Mo,,0.8296270966529846,0.8296270966529846
W31560,6Ery,0.38035669922828674,,0.38035669922828674
W31562,12Baso,,,
W31563,6Ery,0.6134020686149597,,0.6134020686149597
W31564,14Mo,,0.4899839162826538,0.4899839162826538
W31565,2Ery,0.7827376127243042,,0.7827376127243042
W31566,13Baso,,,
W31567,13Baso,,,
W31568,14Mo,,0.7231007814407349,0.7231007814407349
W31569,7MEP,0.3725897967815399,,0.3725897967815399
W31570,7MEP,0.33113956451416016,,0.33113956451416016
W31571,15Mo,,0.6704819202423096,0.6704819202423096
W31572,5Ery,0.623198926448822,,0.623198926448822
W31573,5Ery,0.6113125681877136,,0.6113125681877136
W31575,5Ery,0.4751923680305481,,0.4751923680305481
W31576,5Ery,0.6946805715560913,,0.6946805715560913
W31577,15Mo,,0.7501509785652161,0.7501509785652161
W31578,1Ery,0.9129618406295776,,0.9129618406295776
W31580,13Baso,,,
W31581,10GMP,0.05237765982747078,0.0835084393620491,0.06794304959475994
W31583,12Baso,,,
W31586,4Ery,0.873512864112854,,0.873512864112854
W31587,7MEP,0.32595399022102356,,0.32595399022102356
W31588,15Mo,,0.8978977203369141,0.8978977203369141
W31589,19Lymph,,,
W31590,13Baso,,,
W31591,13Baso,,,
W31593,3Ery,0.9367592334747314,,0.9367592334747314
W31594,3Ery,0.7471848130226135,,0.7471848130226135
W31595,15Mo,,0.6645171642303467,0.6645171642303467
W31596,16Neu,,,
W31597,13Baso,,,
W31598,2Ery,0.850308358669281,,0.850308358669281
W31599,15Mo,,0.7615567445755005,0.7615567445755005
W31600,17Neu,,,
W31601,15Mo,,0.6187396049499512,0.6187396049499512
W31602,13Baso,,,
W31603,16Neu,,,
W31604,6Ery,0.3916347622871399,,0.3916347622871399
W31605,5Ery,0.6209834218025208,,0.6209834218025208
W31606,15Mo,,0.7096481323242188,0.7096481323242188
W31607,9GMP,,0.1664147675037384,0.1664147675037384
W31608,13Baso,,,
W31609,15Mo,,0.6677470207214355,0.6677470207214355
W31611,13Baso,,,
W31613,6Ery,0.38424816727638245,,0.38424816727638245
W31614,7MEP,0.33724740147590637,,0.33724740147590637
W31615,12Baso,,,
W31617,15Mo,,0.7012597322463989,0.7012597322463989
W31618,2Ery,0.8528952598571777,,0.8528952598571777
W31620,13Baso,,,
W31621,10GMP,0.34165313839912415,0.2212391048669815,0.2814461216330528
W31622,14Mo,,0.6257670521736145,0.6257670521736145
W31623,14Mo,,0.8053154945373535,0.8053154945373535
W31624,14Mo,,0.675351619720459,0.675351619720459
W31625,15Mo,,0.7588973641395569,0.7588973641395569
W31626,5Ery,0.6071608066558838,,0.6071608066558838
W31628,16Neu,,,
W31629,5Ery,0.6173833608627319,,0.6173833608627319
W31630,14Mo,,0.6807878017425537,0.6807878017425537
W31631,13Baso,,,
W31632,15Mo,,0.8328608870506287,0.8328608870506287
W31634,2Ery,0.8667547106742859,,0.8667547106742859
W31635,2Ery,0.8798811435699463,,0.8798811435699463
W31636,2Ery,0.8291447162628174,,0.8291447162628174
W31638,13Baso,,,
W31639,13Baso,,,
W31640,5Ery,0.6122584342956543,,0.6122584342956543
W31641,5Ery,0.6138367056846619,,0.6138367056846619
W31642,9GMP,,0.1906607449054718,0.1906607449054718
W31644,14Mo,,0.7869784235954285,0.7869784235954285
W31645,7MEP,0.34972083568573,,0.34972083568573
W31646,14Mo,,0.5070627331733704,0.5070627331733704
W31647,11DC,,,
W31648,16Neu,,,
W31649,2Ery,0.8750375509262085,,0.8750375509262085
W31650,2Ery,0.7450403571128845,,0.7450403571128845
W31651,10GMP,0.2665167450904846,0.19789089262485504,0.23220381885766983
W31652,8Mk,0.6025997400283813,,0.6025997400283813
W31653,2Ery,0.8429701328277588,,0.8429701328277588
W31654,5Ery,0.6863202452659607,,0.6863202452659607
W31655,13Baso,,,
W31656,13Baso,,,
W31657,12Baso,,,
W31658,7MEP,0.3578205108642578,,0.3578205108642578
W31659,7MEP,0.3743593990802765,,0.3743593990802765
W31660,13Baso,,,
W31661,6Ery,0.36909690499305725,,0.36909690499305725
W31662,5Ery,0.66996830701828,,0.66996830701828
W31663,16Neu,,,
W31664,14Mo,,0.8541442155838013,0.8541442155838013
W31665,13Baso,,,
W31666,2Ery,0.8332605957984924,,0.8332605957984924
W31667,14Mo,,0.5945082306861877,0.5945082306861877
W31668,5Ery,0.622872531414032,,0.622872531414032
W31669,7MEP,0.3589887022972107,,0.3589887022972107
W31670,10GMP,0.0953025370836258,0.14193035662174225,0.11861644685268402
W31671,19Lymph,,,
W31674,14Mo,,0.44568538665771484,0.44568538665771484
W31676,4Ery,0.8069364428520203,,0.8069364428520203
W31678,14Mo,,0.4942120909690857,0.4942120909690857
W31681,12Baso,,,
W31682,9GMP,,0.09956377744674683,0.09956377744674683
W31683,15Mo,,0.6690601706504822,0.6690601706504822
W31684,17Neu,,,
W31685,7MEP,0.35051608085632324,,0.35051608085632324
W31686,16Neu,,,
W31687,13Baso,,,
W31689,3Ery,0.7993473410606384,,0.7993473410606384
W31690,15Mo,,0.6727650761604309,0.6727650761604309
W31691,3Ery,0.8144981861114502,,0.8144981861114502
W31692,7MEP,0.4145873486995697,,0.4145873486995697
W31693,8Mk,0.692743182182312,,0.692743182182312
W31694,19Lymph,,,
W31695,3Ery,0.7414248585700989,,0.7414248585700989
W31696,13Baso,,,
W31697,9GMP,,0.05231393873691559,0.05231393873691559
W31698,3Ery,0.7782915830612183,,0.7782915830612183
W31699,3Ery,0.7497189044952393,,0.7497189044952393
W31700,2Ery,0.9101889729499817,,0.9101889729499817
W31701,16Neu,,,
W31702,14Mo,,0.8152656555175781,0.8152656555175781
W31703,16Neu,,,
W31704,6Ery,0.4478582739830017,,0.4478582739830017
W31705,14Mo,,0.8433792591094971,0.8433792591094971
W31706,5Ery,0.6080888509750366,,0.6080888509750366
W31707,14Mo,,0.8080659508705139,0.8080659508705139
W31708,14Mo,,0.42140477895736694,0.42140477895736694
W31709,19Lymph,,,
W31711,15Mo,,0.6442007422447205,0.6442007422447205
W31712,13Baso,,,
W31713,14Mo,,0.6256310343742371,0.6256310343742371
W31714,13Baso,,,
W31715,17Neu,,,
W31716,14Mo,,0.5911361575126648,0.5911361575126648
