cell_id,paul15_clusters,umap1,umap2,dpt_pseudotime_finite
W31154,4Ery,0.21988941729068756,-10.921640396118164,0.6162270307540894
W31155,7MEP,7.142639636993408,3.3400063514709473,0.16262954473495483
W31156,2Ery,-4.725284099578857,-5.299240589141846,0.8146461248397827
W31157,13Baso,2.691838502883911,5.6976094245910645,0.03319283947348595
W31158,14Mo,13.540285110473633,11.023428916931152,0.26825082302093506
W31159,6Ery,5.861899375915527,-11.20296573638916,0.5086367130279541
W31160,18Eos,23.492752075195312,9.955971717834473,0.618824303150177
W31161,4Ery,-3.0322656631469727,-4.317831039428711,0.7779309153556824
W31162,3Ery,-0.49635186791419983,-7.789762496948242,0.63681960105896
W31163,3Ery,-1.0572072267532349,-0.6870859265327454,0.7413932085037231
W31164,14Mo,2.3141427040100098,13.351099967956543,0.21424534916877747
W31165,2Ery,-7.946000099182129,-6.3753743171691895,0.8405082821846008
W31166,13Baso,3.3967182636260986,13.52957820892334,0.21210655570030212
W31167,2Ery,-8.047969818115234,-6.3711628913879395,0.8170979022979736
W31168,13Baso,18.481966018676758,9.07111644744873,0.2907301187515259
W31169,13Baso,15.75148868560791,8.881595611572266,0.26355794072151184
W31170,14Mo,16.075464248657227,7.31144905090332,0.2926763594150543
W31171,7MEP,6.510522842407227,1.245425820350647,0.2367812991142273
W31172,7MEP,6.307426929473877,-3.842024087905884,0.37046194076538086
W31173,7MEP,8.11927318572998,1.6425186395645142,0.241493359208107
W31174,10GMP,0.4916641414165497,5.729625225067139,0.0772295817732811
W31175,12Baso,10.191801071166992,7.1333818435668945,0.04620804265141487
W31176,6Ery,6.054841995239258,-1.7976856231689453,0.302534282207489
W31177,5Ery,7.784592628479004,-9.574407577514648,0.44795358180999756
W31178,5Ery,5.018331527709961,-9.98591423034668,0.5085709095001221
W31179,14Mo,13.68099308013916,11.72840690612793,0.23231041431427002
W31180,4Ery,-0.33920663595199585,-7.503674507141113,0.5943121314048767
W31181,16Neu,16.435882568359375,16.245634078979492,0.37413740158081055
W31182,16Neu,13.955008506774902,18.008502960205078,0.3613216280937195
W31183,3Ery,-4.510851860046387,1.0921562910079956,0.7012745141983032
W31184,2Ery,-5.187429904937744,-7.456614017486572,0.7165243029594421
W31185,6Ery,-0.10898014158010483,-9.034795761108398,0.6026491522789001
W31186,13Baso,3.8250234127044678,10.822957038879395,0.2321847379207611
W31187,13Baso,6.441003322601318,7.429806709289551,0.12217022478580475
W31188,10GMP,8.012151718139648,7.728215217590332,0.033118050545454025
W31189,14Mo,12.785661697387695,10.446308135986328,0.1885559856891632
W31190,5Ery,1.380334734916687,-8.12893009185791,0.6115854382514954
W31191,7MEP,7.543512344360352,0.14352767169475555,0.28177404403686523
W31192,7MEP,6.854078769683838,0.8572958111763,0.25562629103660583
W31193,5Ery,1.249319314956665,-11.255378723144531,0.6007234454154968
W31194,6Ery,8.542614936828613,-8.131340980529785,0.41668421030044556
W31195,2Ery,-8.395292282104492,-2.9767417907714844,0.7927730679512024
W31196,10GMP,8.131112098693848,-6.002163887023926,0.3535293638706207
W31197,10GMP,6.537711143493652,7.38819694519043,0.12946292757987976
W31198,2Ery,-3.471558094024658,-4.906008243560791,0.7513816952705383
W31199,7MEP,10.881562232971191,6.04543924331665,0.09680978953838348
W31200,6Ery,9.171499252319336,-6.204014778137207,0.3866201341152191
W31201,7MEP,7.638108730316162,-3.175004482269287,0.3579312860965729
W31202,14Mo,5.689493179321289,13.592297554016113,0.21119768917560577
W31203,16Neu,9.848321914672852,16.044212341308594,0.2453012615442276
W31204,10GMP,0.40989506244659424,5.806643009185791,0.07863511145114899
W31205,3Ery,-1.6297475099563599,-8.389490127563477,0.576553463935852
W31206,3Ery,-6.583435535430908,0.44604623317718506,0.8172678351402283
W31207,13Baso,1.1625713109970093,12.865440368652344,0.30347177386283875
W31209,1Ery,-11.777491569519043,-10.173206329345703,0.9563295841217041
W31210,14Mo,7.67240571975708,16.008010864257812,0.18053674697875977
W31211,15Mo,6.160791873931885,15.720931053161621,0.23968623578548431
W31212,2Ery,-5.731998920440674,-12.118025779724121,0.6832738518714905
W31213,5Ery,7.829570770263672,-6.949395656585693,0.4100719392299652
W31214,2Ery,-4.310251235961914,-8.535157203674316,0.7944887280464172
W31215,5Ery,7.479727268218994,-8.40209674835205,0.47615596652030945
W31217,3Ery,-5.265961647033691,-0.905694305896759,0.6895198225975037
W31218,14Mo,4.925512313842773,15.707849502563477,0.17448100447654724
W31219,10GMP,2.8510894775390625,5.495212554931641,0.032199881970882416
W31220,2Ery,-11.249869346618652,-7.49977970123291,0.9178597927093506
W31221,7MEP,6.247109889984131,1.9733272790908813,0.22143420577049255
W31222,4Ery,-3.8797247409820557,-1.2706564664840698,0.7573275566101074
W31223,9GMP,9.507144927978516,3.735093116760254,0.11490438133478165
W31224,7MEP,8.716955184936523,1.5609749555587769,0.2415304332971573
W31225,3Ery,-5.043389797210693,-5.178704738616943,0.6707071661949158
W31226,16Neu,18.416494369506836,17.42041015625,0.27530238032341003
W31228,10GMP,8.225540161132812,9.778770446777344,0.0640668123960495
W31229,6Ery,4.774172306060791,-12.381904602050781,0.5413151383399963
W31230,3Ery,6.157484531402588,-11.235146522521973,0.4716251492500305
W31231,2Ery,-5.566310882568359,-8.23469066619873,0.706914484500885
W31232,5Ery,-1.441153645515442,-6.617724895477295,0.6870708465576172
W31233,2Ery,-4.761420726776123,-7.4724016189575195,0.6465813517570496
W31234,2Ery,-4.609095096588135,-7.262948036193848,0.6298218965530396
W31236,5Ery,2.257521629333496,-9.27900218963623,0.6249301433563232
W31237,14Mo,0.8563623428344727,14.46912956237793,0.23737244307994843
W31238,5Ery,3.3574416637420654,-12.769634246826172,0.5936057567596436
W31239,14Mo,7.614328384399414,15.569917678833008,0.2361021488904953
W31240,3Ery,3.365100622177124,-12.661662101745605,0.5265201330184937
W31241,2Ery,-6.6524739265441895,-4.078034400939941,0.7466376423835754
W31242,16Neu,14.352022171020508,15.506017684936523,0.2827245593070984
W31243,2Ery,-10.751236915588379,-5.880309581756592,0.8386082053184509
W31244,13Baso,10.577374458312988,12.735505104064941,0.23419037461280823
W31245,16Neu,13.587352752685547,13.84985637664795,0.2219853699207306
W31246,2Ery,-4.710301399230957,-8.354305267333984,0.8059191107749939
W31247,3Ery,-7.570481777191162,-2.4952657222747803,0.7510141134262085
W31248,3Ery,-3.866880178451538,-0.5651465654373169,0.595257580280304
W31249,14Mo,7.377596855163574,15.82231330871582,0.19988010823726654
W31250,5Ery,-1.4109559059143066,-6.708689212799072,0.6287837028503418
W31251,16Neu,18.384498596191406,17.90792465209961,0.30775633454322815
W31252,14Mo,3.5008161067962646,13.68244743347168,0.20256167650222778
W31253,14Mo,10.40466022491455,12.645034790039062,0.22693929076194763
W31254,13Baso,16.070194244384766,9.197747230529785,0.21326462924480438
W31255,3Ery,-4.99349308013916,-5.175224304199219,0.6323851346969604
W31256,14Mo,10.139808654785156,14.648155212402344,0.27959108352661133
W31257,7MEP,5.070666313171387,-0.2989828288555145,0.2733954191207886
W31259,14Mo,9.54133415222168,8.969926834106445,0.08037234842777252
W31260,10GMP,10.495018005371094,12.79980182647705,0.22345410287380219
W31262,2Ery,6.588582992553711,-7.839770793914795,0.450199693441391
W31263,14Mo,8.935872077941895,10.959221839904785,0.14718283712863922
W31264,15Mo,12.670681953430176,13.953483581542969,0.22596128284931183
W31265,14Mo,4.909613132476807,15.211260795593262,0.23744863271713257
W31266,16Neu,16.553306579589844,18.065139770507812,0.35947850346565247
W31267,10GMP,3.081881046295166,5.484872817993164,0.037429776042699814
W31268,7MEP,9.460431098937988,4.720578193664551,0.07997453957796097
W31269,5Ery,6.728426933288574,-7.361671447753906,0.4589712619781494
W31270,16Neu,14.005345344543457,13.795918464660645,0.21715237200260162
W31271,2Ery,-5.347148895263672,-11.863578796386719,0.639449954032898
W31272,16Neu,12.747552871704102,13.781564712524414,0.2725943326950073
W31273,14Mo,11.700074195861816,11.518495559692383,0.27303555607795715
W31274,10GMP,9.084997177124023,8.501324653625488,0.044640034437179565
W31275,16Neu,19.401229858398438,17.339841842651367,0.4009317457675934
W31276,8Mk,10.515233993530273,1.5053616762161255,0.2453121691942215
W31277,7MEP,8.639585494995117,-5.091273784637451,0.3751130700111389
W31278,14Mo,4.741082668304443,14.066570281982422,0.1812993586063385
W31279,7MEP,7.898777484893799,0.8582692742347717,0.24314133822917938
W31280,2Ery,-5.1628570556640625,-7.89899206161499,0.6989999413490295
W31281,14Mo,1.2210934162139893,14.10177993774414,0.22253429889678955
W31282,14Mo,9.83400821685791,14.272804260253906,0.20686374604701996
W31283,4Ery,-1.8151452541351318,-8.000960350036621,0.6225748658180237
W31284,5Ery,5.455937385559082,-9.032400131225586,0.5513603687286377
W31285,14Mo,10.101741790771484,12.73819351196289,0.2126619815826416
W31286,14Mo,11.02479362487793,14.921178817749023,0.2823083996772766
W31287,10GMP,10.841670036315918,1.6876723766326904,0.224115252494812
W31288,6Ery,4.389636516571045,0.5578753352165222,0.2857872247695923
W31289,5Ery,4.910314083099365,-8.089160919189453,0.45418021082878113
W31290,14Mo,6.535118579864502,15.305654525756836,0.22677364945411682
W31291,3Ery,-8.109306335449219,-2.2907028198242188,0.7685691714286804
W31292,5Ery,2.484804630279541,-12.11407470703125,0.5313524007797241
W31293,15Mo,12.590253829956055,10.83538818359375,0.23720954358577728
W31294,5Ery,-1.6455652713775635,-6.869276523590088,0.7355489134788513
W31295,14Mo,7.6314496994018555,16.050315856933594,0.17899921536445618
W31296,16Neu,7.9881510734558105,14.989853858947754,0.32888689637184143
W31297,8Mk,9.126630783081055,1.6858793497085571,0.2801554799079895
W31298,3Ery,-8.149478912353516,-3.565167188644409,0.7251592874526978
W31299,14Mo,12.08413314819336,20.004892349243164,0.22375063598155975
W31300,12Baso,9.987445831298828,0.6084972620010376,0.21067772805690765
W31301,14Mo,10.257344245910645,8.829961776733398,0.12319888174533844
W31302,3Ery,-8.913736343383789,-1.893487572669983,0.668157696723938
W31303,5Ery,7.7541184425354,-5.980502605438232,0.3883573114871979
W31305,16Neu,13.046631813049316,14.247184753417969,0.1855095475912094
W31306,15Mo,12.269853591918945,21.30643653869629,0.31484928727149963
W31307,13Baso,0.29324471950531006,14.041544914245605,0.30995211005210876
W31309,5Ery,3.0618607997894287,-12.341631889343262,0.5876190066337585
W31310,3Ery,-4.398618698120117,0.6874285936355591,0.7138867378234863
W31311,13Baso,4.917025089263916,9.192083358764648,0.16072115302085876
W31312,12Baso,11.391241073608398,6.504095077514648,0.10011829435825348
W31313,8Mk,7.393477916717529,2.8662073612213135,0.18084660172462463
W31314,7MEP,7.956448554992676,0.2924087345600128,0.27720534801483154
W31315,6Ery,7.9532151222229,-9.082517623901367,0.42276090383529663
W31316,2Ery,-4.5558552742004395,-6.751524448394775,0.6627975702285767
W31317,3Ery,-7.465414047241211,-0.8217816352844238,0.7690426707267761
W31318,3Ery,-9.905223846435547,-1.121602177619934,0.7361729741096497
W31319,15Mo,7.947035312652588,14.711882591247559,0.18119865655899048
W31321,3Ery,5.505616188049316,-4.778159141540527,0.46717000007629395
W31322,3Ery,-3.791153907775879,-0.898973286151886,0.7006580233573914
W31323,3Ery,0.5050641298294067,-14.663081169128418,0.609907865524292
W31324,8Mk,7.584235191345215,-0.8991711735725403,0.324062317609787
W31325,2Ery,-0.7682034969329834,-7.947826862335205,0.6576752066612244
W31326,2Ery,-5.140599250793457,-5.445438385009766,0.7307759523391724
W31327,14Mo,9.48433780670166,18.986309051513672,0.25736021995544434
W31328,3Ery,-4.032062530517578,-1.1226035356521606,0.6800503730773926
W31329,15Mo,10.48582649230957,19.310144424438477,0.23385962843894958
W31330,14Mo,5.72805643081665,13.704488754272461,0.25901541113853455
W31331,7MEP,7.171480178833008,-1.0253740549087524,0.32731449604034424
W31332,15Mo,16.162616729736328,16.14151954650879,0.3380921185016632
W31333,3Ery,0.30998602509498596,-9.287752151489258,0.6331691741943359
W31334,3Ery,-3.7415833473205566,-1.2346943616867065,0.736925482749939
W31335,13Baso,11.46280288696289,11.603925704956055,0.22557078301906586
W31336,15Mo,10.818496704101562,19.2904109954834,0.2708255648612976
W31337,3Ery,-11.164027214050293,-1.0905985832214355,0.7798714637756348
W31338,15Mo,11.202861785888672,19.168344497680664,0.23560594022274017
W31339,13Baso,15.721396446228027,8.506487846374512,0.2806531488895416
W31340,3Ery,0.7704346776008606,-14.441253662109375,0.5763634443283081
W31341,15Mo,12.824549674987793,14.235272407531738,0.25777798891067505
W31342,15Mo,12.879270553588867,19.601383209228516,0.35349661111831665
W31343,13Baso,18.525503158569336,9.183381080627441,0.28864753246307373
W31345,4Ery,-0.19597147405147552,-13.10377311706543,0.5891650319099426
W31346,3Ery,1.2526938915252686,-13.564253807067871,0.6076672673225403
W31347,14Mo,7.248300075531006,11.771034240722656,0.1860240399837494
W31348,4Ery,-2.9335551261901855,-5.787486553192139,0.7297624945640564
W31349,6Ery,7.73322868347168,-6.03226375579834,0.39721524715423584
W31350,16Neu,18.937997817993164,19.793888092041016,0.40162739157676697
W31351,14Mo,16.452760696411133,7.356573104858398,0.2470342218875885
W31353,3Ery,-9.706185340881348,-5.002807140350342,0.8189782500267029
W31354,17Neu,14.81936264038086,4.366470813751221,0.27061745524406433
W31355,15Mo,10.315128326416016,11.765515327453613,0.2097560614347458
W31356,4Ery,1.8033479452133179,-11.499489784240723,0.6166911125183105
W31357,3Ery,-2.0673768520355225,-0.20821581780910492,0.758961021900177
W31358,6Ery,8.080742835998535,-5.530830383300781,0.36726683378219604
W31359,14Mo,3.6995797157287598,12.804412841796875,0.22166450321674347
W31360,3Ery,0.4807109534740448,-14.947452545166016,0.5785679221153259
W31361,16Neu,12.347174644470215,15.198670387268066,0.2299598902463913
W31362,14Mo,19.12000846862793,9.219635009765625,0.34742870926856995
W31363,15Mo,11.81307601928711,11.663542747497559,0.2701936364173889
W31364,7MEP,7.781930923461914,-0.6303682327270508,0.32297301292419434
W31365,13Baso,5.526888847351074,9.427382469177246,0.14520756900310516
W31366,15Mo,12.532718658447266,13.855637550354004,0.23596888780593872
W31367,14Mo,15.41903018951416,8.425727844238281,0.2824755012989044
W31368,3Ery,-5.271554470062256,1.1352386474609375,0.7353712916374207
W31369,2Ery,-5.272033214569092,-8.49470043182373,0.7815896272659302
W31370,2Ery,-3.010061264038086,-4.370988845825195,0.7871498465538025
W31371,14Mo,11.100841522216797,9.417500495910645,0.14142771065235138
W31372,2Ery,-10.678373336791992,-6.018960952758789,0.745720386505127
W31373,13Baso,11.960294723510742,7.22428035736084,0.08004168421030045
W31374,2Ery,-4.1189775466918945,-5.136963844299316,0.6693277955055237
W31375,3Ery,1.123233675956726,-12.912367820739746,0.5388814806938171
W31376,13Baso,7.6128716468811035,7.709588050842285,0.05542409420013428
W31377,12Baso,8.951443672180176,4.763705253601074,0.11304952204227448
W31378,2Ery,-4.773513317108154,-7.483348369598389,0.6222242116928101
W31379,10GMP,8.621769905090332,4.447820663452148,0.0782209113240242
W31380,5Ery,5.8991193771362305,-9.01056957244873,0.555724024772644
W31381,13Baso,0.5267431139945984,14.194478988647461,0.2578447759151459
W31382,3Ery,-4.93125581741333,1.8028544187545776,0.6817812919616699
W31383,9GMP,6.0302629470825195,6.2917609214782715,0.02546701766550541
W31386,15Mo,13.99695110321045,16.373737335205078,0.2950993776321411
W31387,2Ery,-5.574549198150635,-7.703887939453125,0.7303016185760498
W31388,10GMP,7.10423469543457,6.020040988922119,0.00643056770786643
W31389,5Ery,1.6792646646499634,-11.754667282104492,0.5913271903991699
W31390,5Ery,6.165838241577148,-9.273255348205566,0.5744770169258118
W31391,2Ery,-5.412355899810791,-8.152320861816406,0.7399040460586548
W31392,14Mo,7.371477127075195,11.293429374694824,0.13162727653980255
W31393,13Baso,4.819150447845459,9.436134338378906,0.18967285752296448
W31394,2Ery,-5.737611770629883,-6.762947082519531,0.7104595899581909
W31395,14Mo,6.31605339050293,14.223723411560059,0.2544289827346802
W31396,16Neu,17.3458194732666,15.228235244750977,0.3371575176715851
W31397,12Baso,9.764867782592773,5.073604583740234,0.11352850496768951
W31398,14Mo,7.666857719421387,13.6835298538208,0.19712898135185242
W31399,14Mo,9.662344932556152,14.188586235046387,0.23096808791160583
W31401,3Ery,-3.8372414112091064,-0.9945394396781921,0.7397193312644958
W31402,14Mo,5.825335502624512,11.72266960144043,0.18377403914928436
W31403,13Baso,5.307606220245361,9.082146644592285,0.1175677701830864
W31405,12Baso,9.596207618713379,11.996581077575684,0.1711830347776413
W31406,5Ery,6.115749835968018,-9.041120529174805,0.5268825888633728
W31407,10GMP,8.875489234924316,3.833794116973877,0.1292235404253006
W31409,14Mo,4.440425872802734,14.846280097961426,0.2491464912891388
W31410,4Ery,2.0236427783966064,-12.008996963500977,0.5254286527633667
W31411,15Mo,10.10933780670166,16.07466697692871,0.2760891914367676
W31413,3Ery,0.13934627175331116,-14.725042343139648,0.626774787902832
W31414,4Ery,-0.35730141401290894,-6.484703540802002,0.6963026523590088
W31415,4Ery,1.950717806816101,-8.523250579833984,0.5472951531410217
W31416,4Ery,-1.3118082284927368,-7.696727275848389,0.7126148343086243
W31418,4Ery,-5.6282734870910645,-4.894860744476318,0.6532008647918701
W31419,5Ery,4.165431499481201,-8.169419288635254,0.4989629089832306
W31420,1Ery,-12.031665802001953,-8.74515438079834,0.8960534334182739
W31421,16Neu,14.996349334716797,17.817752838134766,0.24895697832107544
W31422,14Mo,3.9195938110351562,15.516984939575195,0.1897267997264862
W31423,2Ery,-5.229072093963623,-7.087637901306152,0.7832812666893005
W31424,5Ery,5.452192306518555,-9.67322826385498,0.5819833874702454
W31425,15Mo,16.323713302612305,14.635577201843262,0.2882508337497711
W31426,5Ery,2.9728000164031982,-12.944014549255371,0.5944921374320984
W31427,2Ery,-3.6911559104919434,-11.447595596313477,0.6926710605621338
W31428,5Ery,3.706660509109497,-11.795836448669434,0.5513669848442078
W31429,1Ery,-11.727949142456055,-8.239327430725098,0.7600645422935486
W31430,7MEP,7.059779644012451,-2.8621785640716553,0.2735976278781891
W31431,2Ery,-3.806920051574707,-8.335694313049316,0.680496335029602
W31432,14Mo,10.959718704223633,11.400799751281738,0.14182892441749573
W31433,10GMP,12.293545722961426,1.6258128881454468,0.22450195252895355
W31434,2Ery,0.13695847988128662,-8.456388473510742,0.6660025119781494
W31436,14Mo,8.059398651123047,15.793187141418457,0.19531705975532532
W31437,6Ery,7.511538982391357,-5.299930572509766,0.3562856912612915
W31439,9GMP,10.844686508178711,2.5312798023223877,0.156142458319664
W31440,3Ery,-9.924914360046387,-1.7730735540390015,0.7586907744407654
W31441,2Ery,-0.8758797645568848,-8.446847915649414,0.613059937953949
W31442,3Ery,0.15214234590530396,-8.619985580444336,0.6926016807556152
W31443,12Baso,9.51594066619873,4.749578952789307,0.10904860496520996
W31444,2Ery,3.1067252159118652,-8.498291015625,0.6055985689163208
W31445,18Eos,23.595678329467773,10.03561019897461,0.7444073557853699
W31446,5Ery,0.055670060217380524,-9.47299575805664,0.565067708492279
W31447,3Ery,1.6360222101211548,-8.885031700134277,0.5980916619300842
W31448,15Mo,11.00245189666748,15.478665351867676,0.18642167747020721
W31451,14Mo,8.316603660583496,11.80622673034668,0.15363624691963196
W31452,2Ery,-7.831583499908447,-5.838717460632324,0.6864460706710815
W31453,6Ery,8.745299339294434,-6.642757892608643,0.41942882537841797
W31454,14Mo,9.911626815795898,12.464359283447266,0.19279803335666656
W31455,2Ery,-11.343255043029785,-7.590817451477051,0.8287384510040283
W31456,5Ery,3.570927858352661,-8.632590293884277,0.6266636848449707
W31457,12Baso,10.304193496704102,5.6295881271362305,0.09087469428777695
W31458,7MEP,11.049654006958008,1.9252773523330688,0.22070100903511047
W31459,17Neu,14.287261962890625,5.062121868133545,0.1951608806848526
W31460,14Mo,8.992066383361816,15.743370056152344,0.19589675962924957
W31461,2Ery,-2.9797987937927246,-8.468896865844727,0.671449601650238
W31462,5Ery,4.149371147155762,-8.030903816223145,0.4817931354045868
W31463,2Ery,-4.929325580596924,-11.468955993652344,0.7034679055213928
W31464,14Mo,0.24910888075828552,14.688377380371094,0.3122577369213104
W31465,13Baso,3.667658805847168,16.28934097290039,0.24111440777778625
W31466,15Mo,8.99255657196045,15.791726112365723,0.2746163010597229
W31467,2Ery,-2.7048180103302,-4.639754295349121,0.731209933757782
W31468,13Baso,6.7194108963012695,10.988398551940918,0.11341935396194458
W31469,16Neu,16.55059242248535,17.254484176635742,0.3025726079940796
W31470,5Ery,1.2090924978256226,-12.215436935424805,0.6061751842498779
W31471,14Mo,18.74323844909668,9.3077974319458,0.30796101689338684
W31472,16Neu,16.84228515625,17.201662063598633,0.256734699010849
W31473,14Mo,10.386302947998047,14.399492263793945,0.22767730057239532
W31474,16Neu,19.350749969482422,17.6814022064209,0.34618377685546875
W31475,14Mo,0.7417330145835876,16.186086654663086,0.2915128469467163
W31476,8Mk,16.50551986694336,-3.4203622341156006,0.4432106912136078
W31477,10GMP,8.501873970031738,6.7066216468811035,0.0273098424077034
W31478,14Mo,10.417032241821289,15.154159545898438,0.25778141617774963
W31479,5Ery,2.741697311401367,-8.529439926147461,0.5845109820365906
W31480,7MEP,4.042926788330078,0.17631986737251282,0.27186471223831177
W31481,2Ery,-2.4912383556365967,-6.410571575164795,0.7019122838973999
W31483,14Mo,12.048747062683105,9.210968971252441,0.32075485587120056
W31484,13Baso,-0.033785559237003326,14.479226112365723,0.3292675018310547
W31485,2Ery,-1.546726942062378,-6.61994743347168,0.6513946652412415
W31486,5Ery,4.624411106109619,-9.006051063537598,0.46711036562919617
W31487,14Mo,3.292296886444092,16.7210750579834,0.2440415769815445
W31489,14Mo,3.1986746788024902,14.798086166381836,0.20977431535720825
W31491,9GMP,5.693118572235107,6.2973833084106445,0.02158058062195778
W31492,4Ery,-0.21099978685379028,-6.924970626831055,0.7048397660255432
W31493,10GMP,8.162930488586426,9.886116981506348,0.05783499777317047
W31494,13Baso,12.511702537536621,10.882767677307129,0.22595186531543732
W31495,10GMP,9.312238693237305,3.9657840728759766,0.11495362967252731
W31497,7MEP,6.469847679138184,-0.4012877941131592,0.26583459973335266
W31498,10GMP,0.9537726044654846,5.693613052368164,0.07287091761827469
W31499,3Ery,4.827450275421143,-12.60863971710205,0.5523181557655334
W31500,2Ery,-4.7285990715026855,-5.027494430541992,0.6457261443138123
W31501,14Mo,4.145419120788574,14.03344440460205,0.16385895013809204
W31502,10GMP,4.551559925079346,6.334283351898193,0.02960832603275776
W31503,15Mo,13.363584518432617,16.03968048095703,0.2540845274925232
W31504,13Baso,12.155466079711914,20.9340877532959,0.3120407462120056
W31505,7MEP,7.385024070739746,2.073580741882324,0.20562198758125305
W31506,6Ery,7.144676208496094,-0.5375922322273254,0.35288792848587036
W31507,7MEP,6.619475364685059,-4.09859037399292,0.3480750024318695
W31508,5Ery,6.574164390563965,-9.680356979370117,0.5493718385696411
W31509,14Mo,8.40323543548584,15.888323783874512,0.23582623898983002
W31510,13Baso,2.890784502029419,16.483402252197266,0.24971215426921844
W31511,10GMP,6.844885349273682,6.772757053375244,0.04533809423446655
W31512,7MEP,7.349200248718262,-3.6408019065856934,0.3347809612751007
W31513,3Ery,-6.555978775024414,0.2178267240524292,0.7574663162231445
W31514,7MEP,8.46466064453125,1.0334713459014893,0.22222751379013062
W31515,13Baso,3.7487900257110596,11.23948860168457,0.18231090903282166
W31516,1Ery,-10.337814331054688,-6.048871040344238,0.7897394299507141
W31517,14Mo,8.537440299987793,12.38741683959961,0.17027409374713898
W31518,13Baso,-0.0312512069940567,14.232443809509277,0.3408493399620056
W31519,10GMP,8.515005111694336,9.645878791809082,0.05417473241686821
W31520,9GMP,8.40717887878418,7.431320667266846,0.018550707027316093
W31521,3Ery,0.2150193601846695,-14.607949256896973,0.5797708630561829
W31522,13Baso,4.117955207824707,12.463229179382324,0.21598248183727264
W31523,2Ery,-7.8627610206604,-5.563087463378906,0.7857686281204224
W31524,13Baso,7.577365875244141,13.036205291748047,0.16564913094043732
W31525,2Ery,-3.488856554031372,-4.196431636810303,0.7406883835792542
W31526,6Ery,6.287224292755127,2.136221170425415,0.21671472489833832
W31527,6Ery,7.152457237243652,-1.6900385618209839,0.318276047706604
W31528,13Baso,6.138150691986084,11.532258033752441,0.17128939926624298
W31529,3Ery,4.419674396514893,-12.798399925231934,0.5770601034164429
W31530,13Baso,6.720317840576172,13.604829788208008,0.26611435413360596
W31532,14Mo,15.835586547851562,14.506718635559082,0.31998181343078613
