cell_id,paul15_clusters,dpt_erythrocyte_pseudotime,dpt_monocyte_pseudotime,dpt_lineage_pseudotime
W31190,5Ery,0.6173112988471985,,0.6173112988471985
W31191,7MEP,0.30861616134643555,,0.30861616134643555
W31192,7MEP,0.30449438095092773,,0.30449438095092773
W31193,5Ery,0.6053736209869385,,0.6053736209869385
W31194,6Ery,0.5277001261711121,,0.5277001261711121
W31195,2Ery,0.7511051297187805,,0.7511051297187805
W31196,10GMP,0.4753740429878235,0.3270278573036194,0.40120095014572144
W31197,10GMP,0.06206819787621498,0.06523573398590088,0.06365196593105793
W31198,2Ery,0.6726317405700684,,0.6726317405700684
W31199,7MEP,0.16596382856369019,,0.16596382856369019
W31200,6Ery,0.4810944199562073,,0.4810944199562073
W31201,7MEP,0.3536393940448761,,0.3536393940448761
W31202,14Mo,,0.5319128036499023,0.5319128036499023
W31203,16Neu,,,
W31204,10GMP,0.24414508044719696,0.79896479845047,0.5215549394488335
W31205,3Ery,0.6280047297477722,,0.6280047297477722
W31206,3Ery,0.724247395992279,,0.724247395992279
W31207,13Baso,,,
W31209,1Ery,0.9072152972221375,,0.9072152972221375
W31210,14Mo,,0.5750687718391418,0.5750687718391418
W31211,15Mo,,0.5702704191207886,0.5702704191207886
W31212,2Ery,0.7376466393470764,,0.7376466393470764
W31213,5Ery,0.5101467967033386,,0.5101467967033386
W31214,2Ery,0.6707396507263184,,0.6707396507263184
W31215,5Ery,0.5399011969566345,,0.5399011969566345
W31217,3Ery,0.696952760219574,,0.696952760219574
W31218,14Mo,,0.596243143081665,0.596243143081665
W31219,10GMP,0.1431998461484909,0.5170536637306213,0.3301267549395561
W31220,2Ery,0.8392425775527954,,0.8392425775527954
W31221,7MEP,0.2836047410964966,,0.2836047410964966
W31222,4Ery,0.6502145528793335,,0.6502145528793335
W31223,9GMP,,0.2723050117492676,0.2723050117492676
W31224,7MEP,0.286839097738266,,0.286839097738266
W31225,3Ery,0.6611846685409546,,0.6611846685409546
W31226,16Neu,,,
W31228,10GMP,0.025719907134771347,0.20916633307933807,0.11744312010705471
W31229,6Ery,0.5491153597831726,,0.5491153597831726
W31230,3Ery,0.5420632362365723,,0.5420632362365723
W31231,2Ery,0.6556352972984314,,0.6556352972984314
W31232,5Ery,0.6296146512031555,,0.6296146512031555
W31233,2Ery,0.6431114077568054,,0.6431114077568054
W31234,2Ery,0.6480215191841125,,0.6480215191841125
W31236,5Ery,0.6038748025894165,,0.6038748025894165
W31237,14Mo,,0.757610023021698,0.757610023021698
W31238,5Ery,0.5777546167373657,,0.5777546167373657
W31239,14Mo,,0.5506698489189148,0.5506698489189148
W31240,3Ery,0.5752217769622803,,0.5752217769622803
W31241,2Ery,0.697529137134552,,0.697529137134552
W31242,16Neu,,,
W31243,2Ery,0.7677142024040222,,0.7677142024040222
W31244,13Baso,,,
W31245,16Neu,,,
W31246,2Ery,0.6752311587333679,,0.6752311587333679
W31247,3Ery,0.7431883811950684,,0.7431883811950684
W31248,3Ery,0.6587319374084473,,0.6587319374084473
W31249,14Mo,,0.5645763874053955,0.5645763874053955
W31250,5Ery,0.6294761896133423,,0.6294761896133423
W31251,16Neu,,,
W31252,14Mo,,0.5823478102684021,0.5823478102684021
W31253,14Mo,,0.626146674156189,0.626146674156189
W31254,13Baso,,,
W31255,3Ery,0.6575588583946228,,0.6575588583946228
W31256,14Mo,,0.5583815574645996,0.5583815574645996
W31257,7MEP,0.30449578166007996,,0.30449578166007996
W31259,14Mo,,0.2649580240249634,0.2649580240249634
W31260,10GMP,0.030765585601329803,0.6287907361984253,0.32977816089987755
W31262,2Ery,0.5418921113014221,,0.5418921113014221
W31263,14Mo,,0.3991910517215729,0.3991910517215729
W31264,15Mo,,0.5441678166389465,0.5441678166389465
W31265,14Mo,,0.5799849629402161,0.5799849629402161
W31266,16Neu,,,
W31267,10GMP,0.14307242631912231,0.4990161657333374,0.32104429602622986
W31268,7MEP,0.19427138566970825,,0.19427138566970825
W31269,5Ery,0.5360921621322632,,0.5360921621322632
W31270,16Neu,,,
W31271,2Ery,0.7256911396980286,,0.7256911396980286
W31272,16Neu,,,
W31273,14Mo,,0.5122464895248413,0.5122464895248413
W31274,10GMP,0.03785140812397003,0.2137964516878128,0.12582392990589142
W31275,16Neu,,,
W31276,8Mk,0.2900811731815338,,0.2900811731815338
W31277,7MEP,0.449845552444458,,0.449845552444458
W31278,14Mo,,0.5428155064582825,0.5428155064582825
W31279,7MEP,0.28773996233940125,,0.28773996233940125
W31280,2Ery,0.6449266672134399,,0.6449266672134399
W31281,14Mo,,0.760441780090332,0.760441780090332
W31282,14Mo,,0.5525380969047546,0.5525380969047546
W31283,4Ery,0.6283926367759705,,0.6283926367759705
W31284,5Ery,0.5583733320236206,,0.5583733320236206
W31285,14Mo,,0.6088235378265381,0.6088235378265381
W31286,14Mo,,0.5635858774185181,0.5635858774185181
W31287,10GMP,0.290770560503006,0.3340882360935211,0.31242939829826355
W31288,6Ery,0.3019918203353882,,0.3019918203353882
W31289,5Ery,0.5547977685928345,,0.5547977685928345
W31290,14Mo,,0.5503633618354797,0.5503633618354797
W31291,3Ery,0.7441499829292297,,0.7441499829292297
W31292,5Ery,0.5808707475662231,,0.5808707475662231
W31293,15Mo,,0.5394819974899292,0.5394819974899292
W31294,5Ery,0.6380919218063354,,0.6380919218063354
W31295,14Mo,,0.5751950740814209,0.5751950740814209
W31296,16Neu,,,
W31297,8Mk,0.2806113362312317,,0.2806113362312317
W31298,3Ery,0.7558220028877258,,0.7558220028877258
W31299,14Mo,,0.728198766708374,0.728198766708374
W31300,12Baso,,,
W31301,14Mo,,0.27127912640571594,0.27127912640571594
W31302,3Ery,0.7572283744812012,,0.7572283744812012
W31303,5Ery,0.4783555269241333,,0.4783555269241333
W31305,16Neu,,,
W31306,15Mo,,0.8102553486824036,0.8102553486824036
W31307,13Baso,,,
W31309,5Ery,0.578931450843811,,0.578931450843811
W31310,3Ery,0.6813715696334839,,0.6813715696334839
W31311,13Baso,,,
W31312,12Baso,,,
W31313,8Mk,0.23304352164268494,,0.23304352164268494
W31314,7MEP,0.30367159843444824,,0.30367159843444824
W31315,6Ery,0.5379030704498291,,0.5379030704498291
W31316,2Ery,0.6526134610176086,,0.6526134610176086
W31317,3Ery,0.7359541654586792,,0.7359541654586792
W31318,3Ery,0.7846778035163879,,0.7846778035163879
W31319,15Mo,,0.5533391237258911,0.5533391237258911
W31321,3Ery,0.5379070043563843,,0.5379070043563843
W31322,3Ery,0.6507853269577026,,0.6507853269577026
W31323,3Ery,0.6218574643135071,,0.6218574643135071
W31324,8Mk,0.32354727387428284,,0.32354727387428284
W31325,2Ery,0.6229068040847778,,0.6229068040847778
W31326,2Ery,0.6667430996894836,,0.6667430996894836
W31327,14Mo,,0.549456000328064,0.549456000328064
W31328,3Ery,0.6519985198974609,,0.6519985198974609
W31329,15Mo,,0.5812124609947205,0.5812124609947205
W31330,14Mo,,0.5363501906394958,0.5363501906394958
W31331,7MEP,0.31865525245666504,,0.31865525245666504
W31332,15Mo,,0.6650742888450623,0.6650742888450623
W31333,3Ery,0.6065351963043213,,0.6065351963043213
W31334,3Ery,0.6490859985351562,,0.6490859985351562
W31335,13Baso,,,
W31336,15Mo,,0.5927283763885498,0.5927283763885498
W31337,3Ery,0.8170806169509888,,0.8170806169509888
W31338,15Mo,,0.6095252633094788,0.6095252633094788
W31339,13Baso,,,
W31340,3Ery,0.6148631572723389,,0.6148631572723389
W31341,15Mo,,0.538225531578064,0.538225531578064
W31342,15Mo,,0.6840792894363403,0.6840792894363403
W31343,13Baso,,,
W31345,4Ery,0.6237029433250427,,0.6237029433250427
W31346,3Ery,0.5956458449363708,,0.5956458449363708
W31347,14Mo,,0.42286789417266846,0.42286789417266846
W31348,4Ery,0.649904727935791,,0.649904727935791
W31349,6Ery,0.48246273398399353,,0.48246273398399353
W31350,16Neu,,,
W31351,14Mo,,0.9293882846832275,0.9293882846832275
W31353,3Ery,0.7432774901390076,,0.7432774901390076
W31354,17Neu,,,
W31355,15Mo,,0.5226579904556274,0.5226579904556274
W31356,4Ery,0.5959595441818237,,0.5959595441818237
W31357,3Ery,0.6489741206169128,,0.6489741206169128
W31358,6Ery,0.4602484107017517,,0.4602484107017517
W31359,14Mo,,0.523577868938446,0.523577868938446
W31360,3Ery,0.627993643283844,,0.627993643283844
W31361,16Neu,,,
W31362,14Mo,,0.9939829111099243,0.9939829111099243
W31363,15Mo,,0.5136496424674988,0.5136496424674988
W31364,7MEP,0.32295385003089905,,0.32295385003089905
W31365,13Baso,,,
W31366,15Mo,,0.5308497548103333,0.5308497548103333
W31367,14Mo,,0.8873637914657593,0.8873637914657593
W31368,3Ery,0.6964057683944702,,0.6964057683944702
W31369,2Ery,0.6607115268707275,,0.6607115268707275
W31370,2Ery,0.663625180721283,,0.663625180721283
W31371,14Mo,,0.38617679476737976,0.38617679476737976
W31372,2Ery,0.7675577402114868,,0.7675577402114868
W31373,13Baso,,,
W31374,2Ery,0.6513414978981018,,0.6513414978981018
W31375,3Ery,0.5990895628929138,,0.5990895628929138
W31376,13Baso,,,
W31377,12Baso,,,
W31378,2Ery,0.6450329422950745,,0.6450329422950745
W31379,10GMP,0.17825476825237274,0.21653810143470764,0.1973964348435402
W31380,5Ery,0.5575112104415894,,0.5575112104415894
W31381,13Baso,,,
W31382,3Ery,0.6938307881355286,,0.6938307881355286
W31383,9GMP,,0.06199197843670845,0.06199197843670845
W31386,15Mo,,0.6125960350036621,0.6125960350036621
W31387,2Ery,0.652050793170929,,0.652050793170929
W31388,10GMP,0.005601752549409866,0.014631180092692375,0.01011646632105112
W31389,5Ery,0.5933548212051392,,0.5933548212051392
W31390,5Ery,0.5592660307884216,,0.5592660307884216
W31391,2Ery,0.6533876061439514,,0.6533876061439514
W31392,14Mo,,0.4051631987094879,0.4051631987094879
W31393,13Baso,,,
W31394,2Ery,0.6730115413665771,,0.6730115413665771
W31395,14Mo,,0.5357344150543213,0.5357344150543213
W31396,16Neu,,,
W31397,12Baso,,,
W31398,14Mo,,0.5087864398956299,0.5087864398956299
W31399,14Mo,,0.5613929629325867,0.5613929629325867
W31401,3Ery,0.6540526151657104,,0.6540526151657104
W31402,14Mo,,0.41215071082115173,0.41215071082115173
W31403,13Baso,,,
W31405,12Baso,,,
W31406,5Ery,0.5518020987510681,,0.5518020987510681
W31407,10GMP,0.21122796833515167,0.2633701264858246,0.23729904741048813
W31409,14Mo,,0.5521544814109802,0.5521544814109802
W31410,4Ery,0.5912632942199707,,0.5912632942199707
W31411,15Mo,,0.5702397227287292,0.5702397227287292
W31413,3Ery,0.6296325325965881,,0.6296325325965881
W31414,4Ery,0.6195474863052368,,0.6195474863052368
W31415,4Ery,0.6001138091087341,,0.6001138091087341
W31416,4Ery,0.6328850388526917,,0.6328850388526917
W31418,4Ery,0.6626507043838501,,0.6626507043838501
W31419,5Ery,0.5680487751960754,,0.5680487751960754
W31420,1Ery,0.8730374574661255,,0.8730374574661255
W31421,16Neu,,,
W31422,14Mo,,0.636206865310669,0.636206865310669
W31423,2Ery,0.6581767797470093,,0.6581767797470093
W31424,5Ery,0.5633847713470459,,0.5633847713470459
W31425,15Mo,,0.6446137428283691,0.6446137428283691
W31426,5Ery,0.5794151425361633,,0.5794151425361633
W31427,2Ery,0.6631297469139099,,0.6631297469139099
W31428,5Ery,0.5717439651489258,,0.5717439651489258
W31429,1Ery,0.875607430934906,,0.875607430934906
W31430,7MEP,0.354184091091156,,0.354184091091156
W31431,2Ery,0.6492769718170166,,0.6492769718170166
W31432,14Mo,,0.502200186252594,0.502200186252594
W31433,10GMP,0.38800638914108276,0.3383422791957855,0.36317433416843414
W31434,2Ery,0.6192994713783264,,0.6192994713783264
W31436,14Mo,,0.554478645324707,0.554478645324707
W31437,6Ery,0.45206108689308167,,0.45206108689308167
W31439,9GMP,,0.3175187110900879,0.3175187110900879
W31440,3Ery,0.792184054851532,,0.792184054851532
W31441,2Ery,0.6249778270721436,,0.6249778270721436
W31442,3Ery,0.6166824102401733,,0.6166824102401733
W31443,12Baso,,,
W31444,2Ery,0.5852787494659424,,0.5852787494659424
W31445,18Eos,,,
W31446,5Ery,0.6169693470001221,,0.6169693470001221
W31447,3Ery,0.6001979112625122,,0.6001979112625122
W31448,15Mo,,0.5717576742172241,0.5717576742172241
W31451,14Mo,,0.43692395091056824,0.43692395091056824
W31452,2Ery,0.7330071926116943,,0.7330071926116943
W31453,6Ery,0.4914461076259613,,0.4914461076259613
W31454,14Mo,,0.6011356711387634,0.6011356711387634
W31455,2Ery,0.8532204031944275,,0.8532204031944275
W31456,5Ery,0.5795091986656189,,0.5795091986656189
W31457,12Baso,,,
W31458,7MEP,0.29287323355674744,,0.29287323355674744
W31459,17Neu,,,
W31460,14Mo,,0.557748556137085,0.557748556137085
W31461,2Ery,0.6486257314682007,,0.6486257314682007
W31462,5Ery,0.567619800567627,,0.567619800567627
W31463,2Ery,0.7143895030021667,,0.7143895030021667
W31464,14Mo,,0.7856863737106323,0.7856863737106323
W31465,13Baso,,,
W31466,15Mo,,0.5616762638092041,0.5616762638092041
W31467,2Ery,0.6718744039535522,,0.6718744039535522
W31468,13Baso,,,
W31469,16Neu,,,
W31470,5Ery,0.602203905582428,,0.602203905582428
W31471,14Mo,,0.9972929954528809,0.9972929954528809
W31472,16Neu,,,
W31473,14Mo,,0.5563915967941284,0.5563915967941284
W31474,16Neu,,,
W31475,14Mo,,0.7813954949378967,0.7813954949378967
W31476,8Mk,0.9878998398780823,,0.9878998398780823
W31477,10GMP,0.04112159088253975,0.15968137979507446,0.1004014853388071
W31478,14Mo,,0.5603297352790833,0.5603297352790833
W31479,5Ery,0.5879232883453369,,0.5879232883453369
W31480,7MEP,0.30077528953552246,,0.30077528953552246
W31481,2Ery,0.6405674815177917,,0.6405674815177917
W31483,14Mo,,0.5187283158302307,0.5187283158302307
W31484,13Baso,,,
W31485,2Ery,0.6313979625701904,,0.6313979625701904
W31486,5Ery,0.5542152523994446,,0.5542152523994446
W31487,14Mo,,0.6730302572250366,0.6730302572250366
W31489,14Mo,,0.6669634580612183,0.6669634580612183
W31491,9GMP,,0.07555212825536728,0.07555212825536728
W31492,4Ery,0.6207498908042908,,0.6207498908042908
W31493,10GMP,0.025439785793423653,0.2179725170135498,0.12170615140348673
W31494,13Baso,,,
W31495,10GMP,0.18826830387115479,0.26087313890457153,0.22457072138786316
W31497,7MEP,0.3046657145023346,,0.3046657145023346
W31498,10GMP,0.19388115406036377,0.6908491849899292,0.4423651695251465
W31499,3Ery,0.5537904500961304,,0.5537904500961304
W31500,2Ery,0.6546319723129272,,0.6546319723129272
W31501,14Mo,,0.5757978558540344,0.5757978558540344
W31502,10GMP,0.05716501548886299,0.1920952945947647,0.12463015504181385
W31503,15Mo,,0.5894678831100464,0.5894678831100464
W31504,13Baso,,,
W31505,7MEP,0.280979186296463,,0.280979186296463
W31506,6Ery,0.3222588300704956,,0.3222588300704956
W31507,7MEP,0.41077157855033875,,0.41077157855033875
W31508,5Ery,0.5620309114456177,,0.5620309114456177
W31509,14Mo,,0.5577362775802612,0.5577362775802612
W31510,13Baso,,,
W31511,10GMP,0.012071818113327026,0.029144320636987686,0.020608069375157356
W31512,7MEP,0.3827422559261322,,0.3827422559261322
W31513,3Ery,0.7198082208633423,,0.7198082208633423
W31514,7MEP,0.28757503628730774,,0.28757503628730774
W31515,13Baso,,,
W31516,1Ery,0.765092134475708,,0.765092134475708
W31517,14Mo,,0.4684426188468933,0.4684426188468933
W31518,13Baso,,,
W31519,10GMP,0.025306323543190956,0.20825684070587158,0.11678158212453127
W31520,9GMP,,0.1678115576505661,0.1678115576505661
W31521,3Ery,0.6281818747520447,,0.6281818747520447
W31522,13Baso,,,
W31523,2Ery,0.7292292714118958,,0.7292292714118958
W31524,13Baso,,,
W31525,2Ery,0.6613118052482605,,0.6613118052482605
W31526,6Ery,0.2813858389854431,,0.2813858389854431
W31527,6Ery,0.3215509057044983,,0.3215509057044983
W31528,13Baso,,,
W31529,3Ery,0.5639615058898926,,0.5639615058898926
W31530,13Baso,,,
W31532,14Mo,,0.6407694220542908,0.6407694220542908
W31533,10GMP,0.10352931171655655,0.30149003863334656,0.20250967517495155
W31534,8Mk,0.871191143989563,,0.871191143989563
W31535,9GMP,,0.2130848616361618,0.2130848616361618
W31536,2Ery,0.6475588083267212,,0.6475588083267212
W31537,13Baso,,,
W31538,14Mo,,0.6638010144233704,0.6638010144233704
W31539,13Baso,,,
W31540,14Mo,,0.6191636919975281,0.6191636919975281
W31541,5Ery,0.617702841758728,,0.617702841758728
W31542,14Mo,,0.6827391982078552,0.6827391982078552
W31543,5Ery,0.553990364074707,,0.553990364074707
W31544,13Baso,,,
W31545,12Baso,,,
W31546,16Neu,,,
W31548,13Baso,,,
W31549,13Baso,,,
W31550,2Ery,0.7680680155754089,,0.7680680155754089
W31551,2Ery,0.5983628034591675,,0.5983628034591675
W31552,14Mo,,0.4582084119319916,0.4582084119319916
W31553,7MEP,0.27645188570022583,,0.27645188570022583
W31554,4Ery,0.5671176314353943,,0.5671176314353943
W31555,6Ery,0.49147480726242065,,0.49147480726242065
W31556,13Baso,,,
W31558,14Mo,,0.4969935417175293,0.4969935417175293
W31559,14Mo,,0.6744445562362671,0.6744445562362671
W31560,6Ery,0.30249619483947754,,0.30249619483947754
W31562,12Baso,,,
W31563,6Ery,0.5687158107757568,,0.5687158107757568
W31564,14Mo,,0.4952106773853302,0.4952106773853302
W31565,2Ery,0.6398676633834839,,0.6398676633834839
W31566,13Baso,,,
W31567,13Baso,,,
W31568,14Mo,,0.5470061302185059,0.5470061302185059
W31569,7MEP,0.3008938431739807,,0.3008938431739807
W31570,7MEP,0.30460092425346375,,0.30460092425346375
W31571,15Mo,,0.6686839461326599,0.6686839461326599
W31572,5Ery,0.5462645888328552,,0.5462645888328552
W31573,5Ery,0.5356309413909912,,0.5356309413909912
W31575,5Ery,0.3657468259334564,,0.3657468259334564
W31576,5Ery,0.5869430303573608,,0.5869430303573608
W31577,15Mo,,0.6803637742996216,0.6803637742996216
W31578,1Ery,0.7457775473594666,,0.7457775473594666
W31580,13Baso,,,
W31581,10GMP,0.055403947830200195,0.15131275355815887,0.10335835069417953
W31583,12Baso,,,
W31586,4Ery,0.72559654712677,,0.72559654712677
W31587,7MEP,0.28174683451652527,,0.28174683451652527
W31588,15Mo,,0.7285815477371216,0.7285815477371216
W31590,13Baso,,,
W31591,13Baso,,,
W31593,3Ery,0.7229803204536438,,0.7229803204536438
W31594,3Ery,0.6070910692214966,,0.6070910692214966
W31595,15Mo,,0.6510151624679565,0.6510151624679565
W31596,16Neu,,,
W31597,13Baso,,,
W31598,2Ery,0.6542050838470459,,0.6542050838470459
W31599,15Mo,,0.6578724384307861,0.6578724384307861
W31600,17Neu,,,
W31601,15Mo,,0.5501143932342529,0.5501143932342529
W31602,13Baso,,,
W31603,16Neu,,,
W31604,6Ery,0.3065671920776367,,0.3065671920776367
W31605,5Ery,0.5495828986167908,,0.5495828986167908
W31606,15Mo,,0.5636657476425171,0.5636657476425171
W31607,9GMP,,0.2627440392971039,0.2627440392971039
W31608,13Baso,,,
W31609,15Mo,,0.7817988395690918,0.7817988395690918
W31611,13Baso,,,
W31613,6Ery,0.4659564793109894,,0.4659564793109894
W31614,7MEP,0.29952818155288696,,0.29952818155288696
W31615,12Baso,,,
W31617,15Mo,,0.6868603825569153,0.6868603825569153
W31618,2Ery,0.7021415829658508,,0.7021415829658508
W31620,13Baso,,,
W31621,10GMP,0.023478150367736816,0.1928800791501999,0.10817911475896835
W31622,14Mo,,0.5965895652770996,0.5965895652770996
W31623,14Mo,,0.6160967350006104,0.6160967350006104
W31624,14Mo,,0.5856552124023438,0.5856552124023438
W31625,15Mo,,0.6521631479263306,0.6521631479263306
W31626,5Ery,0.532596230506897,,0.532596230506897
W31628,16Neu,,,
W31629,5Ery,0.5471245646476746,,0.5471245646476746
W31630,14Mo,,0.5454868078231812,0.5454868078231812
W31631,13Baso,,,
W31632,15Mo,,0.7183665037155151,0.7183665037155151
W31634,2Ery,0.7329079508781433,,0.7329079508781433
W31635,2Ery,0.6680219769477844,,0.6680219769477844
W31636,2Ery,0.6494380235671997,,0.6494380235671997
W31638,13Baso,,,
W31639,13Baso,,,
W31640,5Ery,0.5459361672401428,,0.5459361672401428
W31641,5Ery,0.550944447517395,,0.550944447517395
W31642,9GMP,,0.2806868851184845,0.2806868851184845
W31644,14Mo,,0.5763959884643555,0.5763959884643555
W31645,7MEP,0.3011816740036011,,0.3011816740036011
W31646,14Mo,,0.48947012424468994,0.48947012424468994
W31648,16Neu,,,
W31649,2Ery,0.7539467811584473,,0.7539467811584473
W31650,2Ery,0.5927664637565613,,0.5927664637565613
W31651,10GMP,0.2911677956581116,0.32364657521247864,0.3074071854352951
W31652,8Mk,0.8328467011451721,,0.8328467011451721
W31653,2Ery,0.6746628880500793,,0.6746628880500793
W31654,5Ery,0.5624410510063171,,0.5624410510063171
W31655,13Baso,,,
W31656,13Baso,,,
W31657,12Baso,,,
W31658,7MEP,0.3723737597465515,,0.3723737597465515
W31659,7MEP,0.28968554735183716,,0.28968554735183716
W31660,13Baso,,,
W31661,6Ery,0.3066026270389557,,0.3066026270389557
W31662,5Ery,0.591436505317688,,0.591436505317688
W31663,16Neu,,,
W31664,14Mo,,0.6411788463592529,0.6411788463592529
W31665,13Baso,,,
W31666,2Ery,0.6532406210899353,,0.6532406210899353
W31667,14Mo,,0.5540644526481628,0.5540644526481628
W31668,5Ery,0.5419962406158447,,0.5419962406158447
W31669,7MEP,0.21055011451244354,,0.21055011451244354
W31670,10GMP,0.24476291239261627,0.8098109364509583,0.5272869244217873
W31674,14Mo,,0.4251618981361389,0.4251618981361389
W31676,4Ery,0.651502251625061,,0.651502251625061
W31678,14Mo,,0.5804932117462158,0.5804932117462158
W31681,12Baso,,,
W31682,9GMP,,0.14525583386421204,0.14525583386421204
W31683,15Mo,,0.7892616987228394,0.7892616987228394
W31684,17Neu,,,
W31685,7MEP,0.28666406869888306,,0.28666406869888306
W31686,16Neu,,,
W31687,13Baso,,,
W31689,3Ery,0.6269163489341736,,0.6269163489341736
W31690,15Mo,,0.7424055933952332,0.7424055933952332
W31691,3Ery,0.6232848763465881,,0.6232848763465881
W31692,7MEP,0.4740718603134155,,0.4740718603134155
W31693,8Mk,0.9713785648345947,,0.9713785648345947
W31695,3Ery,0.6085026860237122,,0.6085026860237122
W31696,13Baso,,,
W31697,9GMP,,0.2527426481246948,0.2527426481246948
W31698,3Ery,0.6292996406555176,,0.6292996406555176
W31699,3Ery,0.6086885333061218,,0.6086885333061218
W31700,2Ery,0.7838802933692932,,0.7838802933692932
W31701,16Neu,,,
W31702,14Mo,,0.6599140763282776,0.6599140763282776
W31703,16Neu,,,
W31704,6Ery,0.3876645267009735,,0.3876645267009735
W31705,14Mo,,0.5980599522590637,0.5980599522590637
W31706,5Ery,0.5364164710044861,,0.5364164710044861
W31707,14Mo,,0.575312077999115,0.575312077999115
W31708,14Mo,,0.47038719058036804,0.47038719058036804
W31711,15Mo,,0.6186278462409973,0.6186278462409973
W31712,13Baso,,,
W31713,14Mo,,0.5467173457145691,0.5467173457145691
W31714,13Baso,,,
W31715,17Neu,,,
W31716,14Mo,,0.5498855113983154,0.5498855113983154
W31717,1Ery,0.7930747270584106,,0.7930747270584106
W31718,2Ery,0.608521044254303,,0.608521044254303
W31719,5Ery,0.5664941072463989,,0.5664941072463989
W31720,6Ery,0.3013390302658081,,0.3013390302658081
W31721,15Mo,,0.6438117027282715,0.6438117027282715
